mae,components,perplexity,learning_rate,method,nearest_neighbors,min_dist,recombination_rate,replicate,train_test_split
17.647403691683348,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,1
16.783665851828417,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,1
17.64666725838728,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,1
17.816702771718745,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,1
17.510259883610846,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,1
16.827331014812273,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,1
16.80642551982331,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,1
16.782030893812323,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,1
18.00610257536683,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,1
18.101363992793143,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,1
17.330358601201247,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,1
17.90131861555687,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,1
18.27738900551876,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,1
19.050108822150374,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,1
20.097554869444156,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,1
18.79033590234725,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,1
20.09773811425294,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,1
12.57438536836284,2,nan,nan,pca,nan,nan,low-recombination-rate,1,2
11.987409544992472,3,nan,nan,pca,nan,nan,low-recombination-rate,1,2
12.53519733286072,4,nan,nan,pca,nan,nan,low-recombination-rate,1,2
12.163946267028214,5,nan,nan,pca,nan,nan,low-recombination-rate,1,2
11.769554172270203,6,nan,nan,pca,nan,nan,low-recombination-rate,1,2
7.969388222144479,2,nan,nan,mds,nan,nan,low-recombination-rate,1,2
6.724611920005017,3,nan,nan,mds,nan,nan,low-recombination-rate,1,2
5.801987526735325,4,nan,nan,mds,nan,nan,low-recombination-rate,1,2
5.11829993461264,5,nan,nan,mds,nan,nan,low-recombination-rate,1,2
4.619451702409385,6,nan,nan,mds,nan,nan,low-recombination-rate,1,2
4.215104220565898,7,nan,nan,mds,nan,nan,low-recombination-rate,1,2
3.892848874265326,8,nan,nan,mds,nan,nan,low-recombination-rate,1,2
3.614757589138479,9,nan,nan,mds,nan,nan,low-recombination-rate,1,2
3.38732129667756,10,nan,nan,mds,nan,nan,low-recombination-rate,1,2
18.270555032314554,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,2
17.631392865326543,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,2
18.60966718015498,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,2
16.065983430391864,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,2
17.01575767502093,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,2
15.676677847506296,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,2
17.92951434653571,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,2
20.39096138485765,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,2
16.38504750421605,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,2
26.678506877623366,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,2
29.060338893464998,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,2
24.763987179534176,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,2
25.122320562704033,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,2
27.860081025230173,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,2
25.458830922886595,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,2
17.944049688646768,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,2
18.846711697381615,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,2
19.765946926450656,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,2
15.36638423290817,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,2
16.743435251476082,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,2
17.045713296148477,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,2
16.845305806048216,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,2
14.948084556277546,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,2
18.640732942555378,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,2
17.35126037508929,2,nan,nan,pca,nan,nan,low-recombination-rate,1,3
16.40235061968728,3,nan,nan,pca,nan,nan,low-recombination-rate,1,3
15.562828860382032,4,nan,nan,pca,nan,nan,low-recombination-rate,1,3
15.654144850791097,5,nan,nan,pca,nan,nan,low-recombination-rate,1,3
15.553372712584931,6,nan,nan,pca,nan,nan,low-recombination-rate,1,3
9.21449988660656,2,nan,nan,mds,nan,nan,low-recombination-rate,1,3
7.224762657578325,3,nan,nan,mds,nan,nan,low-recombination-rate,1,3
6.301836236815883,4,nan,nan,mds,nan,nan,low-recombination-rate,1,3
5.625077416953447,5,nan,nan,mds,nan,nan,low-recombination-rate,1,3
5.047823684831832,6,nan,nan,mds,nan,nan,low-recombination-rate,1,3
4.532375719777628,7,nan,nan,mds,nan,nan,low-recombination-rate,1,3
4.143662318624067,8,nan,nan,mds,nan,nan,low-recombination-rate,1,3
3.7999331066305877,9,nan,nan,mds,nan,nan,low-recombination-rate,1,3
3.5579610602972433,10,nan,nan,mds,nan,nan,low-recombination-rate,1,3
19.418183476781714,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,3
19.313119323324614,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,3
19.233482247680893,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,3
19.252625780450998,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,3
18.257490377171138,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,3
18.564806079892435,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,3
15.085275456709137,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,3
15.673600818466472,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,3
15.212204386665537,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,3
13.272902742126298,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,3
14.10952938428307,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,3
14.126602568071933,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,3
14.804713940304593,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,3
14.525169799079949,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,3
14.352231446998317,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,3
18.610108218290655,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,3
17.67324515345949,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,3
18.282780528306215,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,3
17.556963667736497,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,3
16.957031818214364,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,3
18.189491000238107,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,3
17.348414645139393,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,3
20.54783137456706,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,3
21.436325704146956,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,3
14.028863495984407,2,nan,nan,pca,nan,nan,low-recombination-rate,1,4
13.280582461717925,3,nan,nan,pca,nan,nan,low-recombination-rate,1,4
13.129691312429564,4,nan,nan,pca,nan,nan,low-recombination-rate,1,4
12.75155792188523,5,nan,nan,pca,nan,nan,low-recombination-rate,1,4
12.63039230384936,6,nan,nan,pca,nan,nan,low-recombination-rate,1,4
7.8679078392765085,2,nan,nan,mds,nan,nan,low-recombination-rate,1,4
6.7084682057565095,3,nan,nan,mds,nan,nan,low-recombination-rate,1,4
5.859402155430056,4,nan,nan,mds,nan,nan,low-recombination-rate,1,4
5.146721168739571,5,nan,nan,mds,nan,nan,low-recombination-rate,1,4
4.649437988145635,6,nan,nan,mds,nan,nan,low-recombination-rate,1,4
4.251887677169217,7,nan,nan,mds,nan,nan,low-recombination-rate,1,4
3.916022530209161,8,nan,nan,mds,nan,nan,low-recombination-rate,1,4
3.649600200277327,9,nan,nan,mds,nan,nan,low-recombination-rate,1,4
3.41496885841352,10,nan,nan,mds,nan,nan,low-recombination-rate,1,4
15.151255932339097,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,4
14.925139062239161,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,4
15.622111504032855,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,4
14.498697178857006,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,4
14.0262735266848,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,4
14.92350268936699,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,4
11.351295453028344,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,4
11.1417962285575,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,4
11.212094823168073,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,4
10.0966244765985,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,4
10.020033726715845,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,4
9.910090365740587,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,4
10.154466562835905,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,4
10.119845234217653,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,4
10.202068030740245,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,4
12.524532847886999,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,4
14.405874460884725,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,4
12.307364162526724,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,4
12.561199241280569,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,4
12.302382164921488,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,4
12.535385707886954,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,4
12.320909230718517,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,4
12.560857092404175,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,4
13.031992977938808,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,4
16.45164638841946,2,nan,nan,pca,nan,nan,low-recombination-rate,1,5
15.076686815042066,3,nan,nan,pca,nan,nan,low-recombination-rate,1,5
14.624185378304338,4,nan,nan,pca,nan,nan,low-recombination-rate,1,5
14.220169172009708,5,nan,nan,pca,nan,nan,low-recombination-rate,1,5
13.781122239859483,6,nan,nan,pca,nan,nan,low-recombination-rate,1,5
9.249117529259745,2,nan,nan,mds,nan,nan,low-recombination-rate,1,5
7.115030964363779,3,nan,nan,mds,nan,nan,low-recombination-rate,1,5
6.104049501027339,4,nan,nan,mds,nan,nan,low-recombination-rate,1,5
5.333322282316015,5,nan,nan,mds,nan,nan,low-recombination-rate,1,5
4.678514925120672,6,nan,nan,mds,nan,nan,low-recombination-rate,1,5
4.195263565337881,7,nan,nan,mds,nan,nan,low-recombination-rate,1,5
3.84556743883877,8,nan,nan,mds,nan,nan,low-recombination-rate,1,5
3.535528657625509,9,nan,nan,mds,nan,nan,low-recombination-rate,1,5
3.307268403117543,10,nan,nan,mds,nan,nan,low-recombination-rate,1,5
21.12827044109607,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,5
21.441887832166525,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,5
20.53877534819923,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,5
19.18341732798067,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,5
19.160396514283065,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,5
18.381953813746733,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,5
17.483990953536928,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,5
18.584291363524635,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,5
17.560287512170213,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,5
22.830325561638585,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,5
21.9262884640191,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,5
24.576777348624187,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,5
23.49400358362721,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,5
24.12225305590654,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,5
23.221058268164832,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,5
20.385252141668456,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,5
18.34274213641499,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,5
18.883373445541178,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,5
22.247804447078657,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,5
24.365641849582413,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,5
22.248561503416813,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,5
21.17480088609482,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,5
22.587077289014555,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,5
28.406822953179468,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,5
13.458039148584355,2,nan,nan,pca,nan,nan,low-recombination-rate,1,6
13.4680975877846,3,nan,nan,pca,nan,nan,low-recombination-rate,1,6
13.467883693383069,4,nan,nan,pca,nan,nan,low-recombination-rate,1,6
13.683109818772914,5,nan,nan,pca,nan,nan,low-recombination-rate,1,6
13.455666248232221,6,nan,nan,pca,nan,nan,low-recombination-rate,1,6
8.635526113097894,2,nan,nan,mds,nan,nan,low-recombination-rate,1,6
7.042306891980804,3,nan,nan,mds,nan,nan,low-recombination-rate,1,6
6.07809550577566,4,nan,nan,mds,nan,nan,low-recombination-rate,1,6
5.3036623055493735,5,nan,nan,mds,nan,nan,low-recombination-rate,1,6
4.743493602405833,6,nan,nan,mds,nan,nan,low-recombination-rate,1,6
4.320186469143909,7,nan,nan,mds,nan,nan,low-recombination-rate,1,6
3.9528469930610326,8,nan,nan,mds,nan,nan,low-recombination-rate,1,6
3.684115325860933,9,nan,nan,mds,nan,nan,low-recombination-rate,1,6
3.4447919884011555,10,nan,nan,mds,nan,nan,low-recombination-rate,1,6
19.21041000650393,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,6
18.550557275769826,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,6
18.93753055424596,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,6
16.73720239178851,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,6
17.118592531546373,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,6
18.009902080143842,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,6
15.390925722526797,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,6
16.161037937590468,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,6
16.06826262706219,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,6
15.234096296745289,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,6
15.415878632573376,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,6
15.544688990216827,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,6
16.19510999066556,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,6
15.514658240442955,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,6
15.896380559436864,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,6
17.975361190293963,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,6
16.96089904393588,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,6
18.060976623447576,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,6
17.59001309765268,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,6
17.27977476140296,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,6
16.84501995027522,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,6
17.19079287035896,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,6
16.064734674061885,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,6
16.63446707169448,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,6
12.530414776514498,2,nan,nan,pca,nan,nan,low-recombination-rate,1,7
11.067225158277605,3,nan,nan,pca,nan,nan,low-recombination-rate,1,7
10.543960905829712,4,nan,nan,pca,nan,nan,low-recombination-rate,1,7
10.428739118879871,5,nan,nan,pca,nan,nan,low-recombination-rate,1,7
10.128665080157637,6,nan,nan,pca,nan,nan,low-recombination-rate,1,7
7.644099036264724,2,nan,nan,mds,nan,nan,low-recombination-rate,1,7
6.0564929525597035,3,nan,nan,mds,nan,nan,low-recombination-rate,1,7
5.286808065856951,4,nan,nan,mds,nan,nan,low-recombination-rate,1,7
4.7122038135092685,5,nan,nan,mds,nan,nan,low-recombination-rate,1,7
4.315343403055909,6,nan,nan,mds,nan,nan,low-recombination-rate,1,7
3.9393042089345918,7,nan,nan,mds,nan,nan,low-recombination-rate,1,7
3.653704259635801,8,nan,nan,mds,nan,nan,low-recombination-rate,1,7
3.4045837015505755,9,nan,nan,mds,nan,nan,low-recombination-rate,1,7
3.2086809531554237,10,nan,nan,mds,nan,nan,low-recombination-rate,1,7
13.519956822042472,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,7
13.467318447649506,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,7
13.376409836085948,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,7
12.504865195865694,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,7
11.813964715112432,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,7
11.672862441666576,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,7
11.511371813082137,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,7
12.756106182595703,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,7
11.720709365015226,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,7
12.615077663974109,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,7
12.232860835160919,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,7
12.286326870356742,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,7
11.97551402499896,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,7
12.065626212320328,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,7
12.14099112108541,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,7
15.536286560631615,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,7
15.339546648258068,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,7
16.379774855075482,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,7
13.565763855396257,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,7
12.291438980311169,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,7
12.951156668095354,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,7
12.429304976543735,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,7
12.556733672681634,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,7
13.82743919350698,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,7
21.363037298174554,2,nan,nan,pca,nan,nan,low-recombination-rate,1,8
20.015961745073785,3,nan,nan,pca,nan,nan,low-recombination-rate,1,8
21.112250408817445,4,nan,nan,pca,nan,nan,low-recombination-rate,1,8
21.100773787636218,5,nan,nan,pca,nan,nan,low-recombination-rate,1,8
20.93309733780214,6,nan,nan,pca,nan,nan,low-recombination-rate,1,8
12.231237081486041,2,nan,nan,mds,nan,nan,low-recombination-rate,1,8
9.297882817344183,3,nan,nan,mds,nan,nan,low-recombination-rate,1,8
7.598644972984704,4,nan,nan,mds,nan,nan,low-recombination-rate,1,8
6.392067549805047,5,nan,nan,mds,nan,nan,low-recombination-rate,1,8
5.542473798332151,6,nan,nan,mds,nan,nan,low-recombination-rate,1,8
4.859735353904888,7,nan,nan,mds,nan,nan,low-recombination-rate,1,8
4.341696298713558,8,nan,nan,mds,nan,nan,low-recombination-rate,1,8
3.9349214443208003,9,nan,nan,mds,nan,nan,low-recombination-rate,1,8
3.605667255571979,10,nan,nan,mds,nan,nan,low-recombination-rate,1,8
33.61433828553391,nan,15.0,100.0,t-sne,nan,nan,low-recombination-rate,1,8
33.64072897608043,nan,15.0,200.0,t-sne,nan,nan,low-recombination-rate,1,8
33.4377243380909,nan,15.0,500.0,t-sne,nan,nan,low-recombination-rate,1,8
31.692782615206312,nan,30.0,100.0,t-sne,nan,nan,low-recombination-rate,1,8
31.417992602410667,nan,30.0,200.0,t-sne,nan,nan,low-recombination-rate,1,8
31.740278854802444,nan,30.0,500.0,t-sne,nan,nan,low-recombination-rate,1,8
27.27284965517375,nan,100.0,100.0,t-sne,nan,nan,low-recombination-rate,1,8
27.079959148950906,nan,100.0,200.0,t-sne,nan,nan,low-recombination-rate,1,8
28.301917185411043,nan,100.0,500.0,t-sne,nan,nan,low-recombination-rate,1,8
20.433272681945677,nan,200.0,100.0,t-sne,nan,nan,low-recombination-rate,1,8
19.850948607777518,nan,200.0,200.0,t-sne,nan,nan,low-recombination-rate,1,8
18.513665234960637,nan,200.0,500.0,t-sne,nan,nan,low-recombination-rate,1,8
15.234328278141101,nan,300.0,100.0,t-sne,nan,nan,low-recombination-rate,1,8
12.901343924074391,nan,300.0,200.0,t-sne,nan,nan,low-recombination-rate,1,8
13.849698570382834,nan,300.0,500.0,t-sne,nan,nan,low-recombination-rate,1,8
33.5399737016342,nan,nan,nan,umap,25,0.05,low-recombination-rate,1,8
32.972684636024645,nan,nan,nan,umap,25,0.1,low-recombination-rate,1,8
33.99036097049338,nan,nan,nan,umap,25,0.25,low-recombination-rate,1,8
32.408345965499464,nan,nan,nan,umap,50,0.05,low-recombination-rate,1,8
32.83828676846037,nan,nan,nan,umap,50,0.1,low-recombination-rate,1,8
34.40300125444009,nan,nan,nan,umap,50,0.25,low-recombination-rate,1,8
33.759636804853315,nan,nan,nan,umap,100,0.05,low-recombination-rate,1,8
35.73067317216974,nan,nan,nan,umap,100,0.1,low-recombination-rate,1,8
32.06738917385101,nan,nan,nan,umap,100,0.25,low-recombination-rate,1,8
9.96935989030477,2,nan,nan,pca,nan,nan,low-recombination-rate,1,9
10.10542130115643,3,nan,nan,pca,nan,nan,low-recombination-rate,1,9
10.058380574750784,4,nan,nan,pca,nan,nan,low-recombination-rate,1,9
