mae,components,perplexity,learning_rate,method,nearest_neighbors,min_dist,recombination_rate,replicate,train_test_split
12.023511615809108,5,nan,nan,pca,nan,nan,high-recombination-rate,1,9
11.630577412017738,6,nan,nan,pca,nan,nan,high-recombination-rate,1,9
8.879341808458555,2,nan,nan,mds,nan,nan,high-recombination-rate,1,9
6.809828311647237,3,nan,nan,mds,nan,nan,high-recombination-rate,1,9
5.878385223014928,4,nan,nan,mds,nan,nan,high-recombination-rate,1,9
5.191883522778369,5,nan,nan,mds,nan,nan,high-recombination-rate,1,9
4.665171012829884,6,nan,nan,mds,nan,nan,high-recombination-rate,1,9
4.212523522703246,7,nan,nan,mds,nan,nan,high-recombination-rate,1,9
3.8884784246825768,8,nan,nan,mds,nan,nan,high-recombination-rate,1,9
3.6182983213140667,9,nan,nan,mds,nan,nan,high-recombination-rate,1,9
3.3590744757809725,10,nan,nan,mds,nan,nan,high-recombination-rate,1,9
18.37683479691066,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,1,9
17.71614231948968,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,1,9
18.490873985831925,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,1,9
16.528684795603596,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,1,9
16.282225395175217,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,1,9
16.50270346667368,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,1,9
16.761557269257253,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,1,9
15.728694941208602,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,1,9
14.91292358174501,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,1,9
16.443569248703884,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,1,9
15.798639381668286,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,1,9
16.363690482723122,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,1,9
17.044983200696034,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,1,9
17.270538972694776,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,1,9
17.43766585606137,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,1,9
17.60610374914933,nan,nan,nan,umap,25,0.05,high-recombination-rate,1,9
19.319457887915316,nan,nan,nan,umap,25,0.1,high-recombination-rate,1,9
17.34728545364712,nan,nan,nan,umap,25,0.25,high-recombination-rate,1,9
18.356915803733784,nan,nan,nan,umap,50,0.05,high-recombination-rate,1,9
18.442172948150112,nan,nan,nan,umap,50,0.1,high-recombination-rate,1,9
20.40875471383313,nan,nan,nan,umap,50,0.25,high-recombination-rate,1,9
16.973926648842006,nan,nan,nan,umap,100,0.05,high-recombination-rate,1,9
18.640197910275617,nan,nan,nan,umap,100,0.1,high-recombination-rate,1,9
22.33280747793594,nan,nan,nan,umap,100,0.25,high-recombination-rate,1,9
12.350574729236321,2,nan,nan,pca,nan,nan,high-recombination-rate,2,0
12.20786311211409,3,nan,nan,pca,nan,nan,high-recombination-rate,2,0
10.71983549530273,4,nan,nan,pca,nan,nan,high-recombination-rate,2,0
10.24423114166274,5,nan,nan,pca,nan,nan,high-recombination-rate,2,0
10.072129318908898,6,nan,nan,pca,nan,nan,high-recombination-rate,2,0
9.608814444725484,2,nan,nan,mds,nan,nan,high-recombination-rate,2,0
7.417817441243329,3,nan,nan,mds,nan,nan,high-recombination-rate,2,0
6.334723667365667,4,nan,nan,mds,nan,nan,high-recombination-rate,2,0
5.638853127517765,5,nan,nan,mds,nan,nan,high-recombination-rate,2,0
5.014617219503802,6,nan,nan,mds,nan,nan,high-recombination-rate,2,0
4.592058903971411,7,nan,nan,mds,nan,nan,high-recombination-rate,2,0
4.1929086340373924,8,nan,nan,mds,nan,nan,high-recombination-rate,2,0
3.9130047503708685,9,nan,nan,mds,nan,nan,high-recombination-rate,2,0
3.6260914648597873,10,nan,nan,mds,nan,nan,high-recombination-rate,2,0
17.015955060174814,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,0
17.945684710834115,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,0
17.38885270296245,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,0
16.533814855811656,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,0
16.851715998694573,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,0
15.55171505627487,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,0
13.977255956154135,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,0
14.424181010649887,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,0
13.728680869049297,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,0
14.415673804871412,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,0
12.699712681819882,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,0
13.406236003969491,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,0
15.170557617223286,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,0
15.128439985657556,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,0
15.040150832034396,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,0
18.001350474351206,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,0
17.753676210126805,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,0
18.375438599133542,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,0
17.267359215355018,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,0
18.69556208212585,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,0
16.541156557815537,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,0
15.885157767032084,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,0
16.198752619425264,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,0
18.87617372123852,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,0
12.848550690632358,2,nan,nan,pca,nan,nan,high-recombination-rate,2,1
12.78653855563818,3,nan,nan,pca,nan,nan,high-recombination-rate,2,1
11.757841029246604,4,nan,nan,pca,nan,nan,high-recombination-rate,2,1
11.695199959852468,5,nan,nan,pca,nan,nan,high-recombination-rate,2,1
11.956968189578108,6,nan,nan,pca,nan,nan,high-recombination-rate,2,1
8.892940698891522,2,nan,nan,mds,nan,nan,high-recombination-rate,2,1
6.89422801534893,3,nan,nan,mds,nan,nan,high-recombination-rate,2,1
5.912120719751357,4,nan,nan,mds,nan,nan,high-recombination-rate,2,1
5.241112316268423,5,nan,nan,mds,nan,nan,high-recombination-rate,2,1
4.717828986710175,6,nan,nan,mds,nan,nan,high-recombination-rate,2,1
4.309698046538322,7,nan,nan,mds,nan,nan,high-recombination-rate,2,1
4.0080813584659065,8,nan,nan,mds,nan,nan,high-recombination-rate,2,1
3.7131855807687377,9,nan,nan,mds,nan,nan,high-recombination-rate,2,1
3.482874515438892,10,nan,nan,mds,nan,nan,high-recombination-rate,2,1
17.345881690811254,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,1
17.637064898228843,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,1
17.55152916119105,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,1
16.065714206695862,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,1
16.333218483960895,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,1
15.164073636661165,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,1
13.856570373736606,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,1
14.198294888765068,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,1
13.977247931639566,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,1
16.609081718657023,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,1
16.053053954635544,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,1
15.067819509067728,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,1
16.529726785356527,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,1
15.585991324459167,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,1
15.342205218777684,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,1
16.829050232737274,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,1
15.855796118381953,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,1
16.433882630556962,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,1
15.142312308645964,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,1
15.614241050571406,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,1
13.34922363217182,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,1
17.741999281088237,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,1
17.0606997131231,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,1
17.810588196159095,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,1
13.217033899866486,2,nan,nan,pca,nan,nan,high-recombination-rate,2,2
12.49479664288645,3,nan,nan,pca,nan,nan,high-recombination-rate,2,2
12.61532937930834,4,nan,nan,pca,nan,nan,high-recombination-rate,2,2
12.991239681143094,5,nan,nan,pca,nan,nan,high-recombination-rate,2,2
12.967408855114774,6,nan,nan,pca,nan,nan,high-recombination-rate,2,2
9.523983652067676,2,nan,nan,mds,nan,nan,high-recombination-rate,2,2
7.1030221334176185,3,nan,nan,mds,nan,nan,high-recombination-rate,2,2
6.035096918270398,4,nan,nan,mds,nan,nan,high-recombination-rate,2,2
5.302354410898959,5,nan,nan,mds,nan,nan,high-recombination-rate,2,2
4.769534798242013,6,nan,nan,mds,nan,nan,high-recombination-rate,2,2
4.328004598367517,7,nan,nan,mds,nan,nan,high-recombination-rate,2,2
4.007102478392594,8,nan,nan,mds,nan,nan,high-recombination-rate,2,2
3.732414196106211,9,nan,nan,mds,nan,nan,high-recombination-rate,2,2
3.4776611505597117,10,nan,nan,mds,nan,nan,high-recombination-rate,2,2
13.628428387307128,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,2
13.93923738455139,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,2
13.647090452191856,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,2
13.772023954837037,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,2
13.664802258802668,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,2
13.19854359541697,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,2
11.959753669442604,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,2
14.445585602569716,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,2
14.518154588712717,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,2
14.408818075557056,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,2
13.961796547864436,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,2
13.287794926206658,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,2
12.530412970314833,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,2
12.771601585641374,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,2
12.195256294910742,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,2
16.174479754404018,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,2
15.942395422448502,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,2
17.669700093417024,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,2
16.535032822279597,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,2
20.836501532826755,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,2
18.946337171782538,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,2
16.280919123708312,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,2
18.336341064831075,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,2
17.497512008560225,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,2
13.754776745021188,2,nan,nan,pca,nan,nan,high-recombination-rate,2,3
11.941203014075231,3,nan,nan,pca,nan,nan,high-recombination-rate,2,3
11.957202035922759,4,nan,nan,pca,nan,nan,high-recombination-rate,2,3
12.236481031224317,5,nan,nan,pca,nan,nan,high-recombination-rate,2,3
12.57387195527636,6,nan,nan,pca,nan,nan,high-recombination-rate,2,3
7.756965545274725,2,nan,nan,mds,nan,nan,high-recombination-rate,2,3
6.420290659110927,3,nan,nan,mds,nan,nan,high-recombination-rate,2,3
5.569049308964559,4,nan,nan,mds,nan,nan,high-recombination-rate,2,3
4.914327934841257,5,nan,nan,mds,nan,nan,high-recombination-rate,2,3
4.401166369640917,6,nan,nan,mds,nan,nan,high-recombination-rate,2,3
4.003374537159727,7,nan,nan,mds,nan,nan,high-recombination-rate,2,3
3.68642063288718,8,nan,nan,mds,nan,nan,high-recombination-rate,2,3
3.441047110354637,9,nan,nan,mds,nan,nan,high-recombination-rate,2,3
3.234514764367928,10,nan,nan,mds,nan,nan,high-recombination-rate,2,3
17.303516425650873,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,3
17.59533376086912,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,3
17.759056384645426,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,3
16.928832691874554,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,3
17.228214888697714,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,3
16.361450370481954,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,3
15.714866539552675,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,3
17.074847786800547,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,3
15.384348738335051,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,3
20.84894603284009,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,3
23.480867001945555,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,3
22.68007542043983,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,3
27.973801286102134,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,3
26.057836857644045,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,3
29.270848365870528,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,3
21.43822954084289,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,3
20.93425585394143,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,3
21.442064015785967,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,3
18.957604161056036,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,3
18.243094844302597,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,3
19.025528158286566,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,3
17.7491610622852,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,3
18.180056235820206,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,3
18.016195070027692,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,3
16.396275965661374,2,nan,nan,pca,nan,nan,high-recombination-rate,2,4
14.59606423620128,3,nan,nan,pca,nan,nan,high-recombination-rate,2,4
13.670328898056187,4,nan,nan,pca,nan,nan,high-recombination-rate,2,4
13.047412318718921,5,nan,nan,pca,nan,nan,high-recombination-rate,2,4
12.289903699673053,6,nan,nan,pca,nan,nan,high-recombination-rate,2,4
9.294879742180417,2,nan,nan,mds,nan,nan,high-recombination-rate,2,4
7.070320455537849,3,nan,nan,mds,nan,nan,high-recombination-rate,2,4
5.8735996104559876,4,nan,nan,mds,nan,nan,high-recombination-rate,2,4
5.092065307901233,5,nan,nan,mds,nan,nan,high-recombination-rate,2,4
4.522959572960653,6,nan,nan,mds,nan,nan,high-recombination-rate,2,4
4.05909464603178,7,nan,nan,mds,nan,nan,high-recombination-rate,2,4
3.6821870584681973,8,nan,nan,mds,nan,nan,high-recombination-rate,2,4
3.4206001587982695,9,nan,nan,mds,nan,nan,high-recombination-rate,2,4
3.1899944713591397,10,nan,nan,mds,nan,nan,high-recombination-rate,2,4
24.442919952624766,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,4
24.25983636219619,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,4
23.75452203402015,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,4
22.597611392707,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,4
23.73447005394143,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,4
23.03450151025543,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,4
19.811383940588847,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,4
18.956654150490806,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,4
18.137693475002372,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,4
14.624088823564549,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,4
17.562243531098858,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,4
11.84203594393551,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,4
16.92593672467693,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,4
15.91025233029169,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,4
16.544540238522984,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,4
23.427204833887167,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,4
25.547707482457334,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,4
25.006638647784758,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,4
25.051509824783786,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,4
20.32631588936225,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,4
23.52579140446652,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,4
21.362037812100507,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,4
23.384385594098507,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,4
21.01811879476054,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,4
8.884892318325232,2,nan,nan,pca,nan,nan,high-recombination-rate,2,5
8.465973946222068,3,nan,nan,pca,nan,nan,high-recombination-rate,2,5
8.243845395321344,4,nan,nan,pca,nan,nan,high-recombination-rate,2,5
8.342466510845021,5,nan,nan,pca,nan,nan,high-recombination-rate,2,5
8.258805047984588,6,nan,nan,pca,nan,nan,high-recombination-rate,2,5
6.653527380473791,2,nan,nan,mds,nan,nan,high-recombination-rate,2,5
5.653203583034847,3,nan,nan,mds,nan,nan,high-recombination-rate,2,5
5.01152470590481,4,nan,nan,mds,nan,nan,high-recombination-rate,2,5
4.497795420373969,5,nan,nan,mds,nan,nan,high-recombination-rate,2,5
4.080946877692692,6,nan,nan,mds,nan,nan,high-recombination-rate,2,5
3.749243358699686,7,nan,nan,mds,nan,nan,high-recombination-rate,2,5
3.483869303147181,8,nan,nan,mds,nan,nan,high-recombination-rate,2,5
3.269390439062552,9,nan,nan,mds,nan,nan,high-recombination-rate,2,5
3.061049369514538,10,nan,nan,mds,nan,nan,high-recombination-rate,2,5
12.712562086888868,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,5
13.009502623305774,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,5
13.05446845609513,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,5
12.027790725004904,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,5
12.149768333571403,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,5
12.631743573130944,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,5
9.42224863269725,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,5
9.205294806454416,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,5
9.155446941461891,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,5
11.167475611802951,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,5
10.138448532853378,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,5
11.755413670833432,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,5
10.186359920302912,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,5
10.221215055966354,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,5
10.00837837994136,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,5
11.90663415379506,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,5
12.442427448941832,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,5
12.107579686080122,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,5
11.588415652442832,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,5
11.057997302315405,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,5
12.933966456970156,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,5
11.263930443880295,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,5
12.308295321532084,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,5
13.17644565524479,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,5
11.26415995332977,2,nan,nan,pca,nan,nan,high-recombination-rate,2,6
10.627452529945845,3,nan,nan,pca,nan,nan,high-recombination-rate,2,6
10.75939185571155,4,nan,nan,pca,nan,nan,high-recombination-rate,2,6
10.415610994400847,5,nan,nan,pca,nan,nan,high-recombination-rate,2,6
10.48118797153313,6,nan,nan,pca,nan,nan,high-recombination-rate,2,6
8.260090515003855,2,nan,nan,mds,nan,nan,high-recombination-rate,2,6
6.395817736934143,3,nan,nan,mds,nan,nan,high-recombination-rate,2,6
5.712873445915384,4,nan,nan,mds,nan,nan,high-recombination-rate,2,6
5.139288785867149,5,nan,nan,mds,nan,nan,high-recombination-rate,2,6
4.680963236115894,6,nan,nan,mds,nan,nan,high-recombination-rate,2,6
4.287270454513086,7,nan,nan,mds,nan,nan,high-recombination-rate,2,6
3.968217378376668,8,nan,nan,mds,nan,nan,high-recombination-rate,2,6
3.6911853062916626,9,nan,nan,mds,nan,nan,high-recombination-rate,2,6
3.4732614178919485,10,nan,nan,mds,nan,nan,high-recombination-rate,2,6
13.910346183370343,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,6
13.627005927843522,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,6
14.68960493518893,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,6
14.02704373095307,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,6
14.014474005356192,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,6
12.19854742669043,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,6
12.38437047578566,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,6
14.279581972072,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,6
14.274367043887302,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,6
17.55635151796224,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,6
18.565835035734494,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,6
18.110752352146008,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,6
18.63878973554114,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,6
19.007979075335477,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,6
18.27955750147074,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,6
14.079932816145627,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,6
13.686634757735284,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,6
14.650786878203917,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,6
13.055585061680645,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,6
12.829805098289565,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,6
11.806896517520823,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,6
13.742616308411632,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,6
12.804202363547233,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,6
13.656536011327553,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,6
11.656147022847138,2,nan,nan,pca,nan,nan,high-recombination-rate,2,7
10.769353389431775,3,nan,nan,pca,nan,nan,high-recombination-rate,2,7
10.720604949850523,4,nan,nan,pca,nan,nan,high-recombination-rate,2,7
10.234038453586694,5,nan,nan,pca,nan,nan,high-recombination-rate,2,7
10.140371033303664,6,nan,nan,pca,nan,nan,high-recombination-rate,2,7
7.327189922420397,2,nan,nan,mds,nan,nan,high-recombination-rate,2,7
6.123980848484151,3,nan,nan,mds,nan,nan,high-recombination-rate,2,7
5.555072902861444,4,nan,nan,mds,nan,nan,high-recombination-rate,2,7
5.043871090977174,5,nan,nan,mds,nan,nan,high-recombination-rate,2,7
4.652824501287104,6,nan,nan,mds,nan,nan,high-recombination-rate,2,7
4.262922898316679,7,nan,nan,mds,nan,nan,high-recombination-rate,2,7
3.9543177127786655,8,nan,nan,mds,nan,nan,high-recombination-rate,2,7
3.710696891516466,9,nan,nan,mds,nan,nan,high-recombination-rate,2,7
3.5138410411111285,10,nan,nan,mds,nan,nan,high-recombination-rate,2,7
11.939623014454094,nan,15.0,100.0,t-sne,nan,nan,high-recombination-rate,2,7
12.27812242668671,nan,15.0,200.0,t-sne,nan,nan,high-recombination-rate,2,7
12.681298500767744,nan,15.0,500.0,t-sne,nan,nan,high-recombination-rate,2,7
11.45153268804788,nan,30.0,100.0,t-sne,nan,nan,high-recombination-rate,2,7
11.169649182033455,nan,30.0,200.0,t-sne,nan,nan,high-recombination-rate,2,7
11.966250440196042,nan,30.0,500.0,t-sne,nan,nan,high-recombination-rate,2,7
11.36041370574818,nan,100.0,100.0,t-sne,nan,nan,high-recombination-rate,2,7
11.700501594699555,nan,100.0,200.0,t-sne,nan,nan,high-recombination-rate,2,7
11.970890777420884,nan,100.0,500.0,t-sne,nan,nan,high-recombination-rate,2,7
11.57223223736084,nan,200.0,100.0,t-sne,nan,nan,high-recombination-rate,2,7
11.463224519276041,nan,200.0,200.0,t-sne,nan,nan,high-recombination-rate,2,7
11.29780429110436,nan,200.0,500.0,t-sne,nan,nan,high-recombination-rate,2,7
10.767420273844326,nan,300.0,100.0,t-sne,nan,nan,high-recombination-rate,2,7
10.844348717978052,nan,300.0,200.0,t-sne,nan,nan,high-recombination-rate,2,7
11.160027956664228,nan,300.0,500.0,t-sne,nan,nan,high-recombination-rate,2,7
12.480871631595422,nan,nan,nan,umap,25,0.05,high-recombination-rate,2,7
12.66725336922198,nan,nan,nan,umap,25,0.1,high-recombination-rate,2,7
12.752554537178245,nan,nan,nan,umap,25,0.25,high-recombination-rate,2,7
12.749941293716953,nan,nan,nan,umap,50,0.05,high-recombination-rate,2,7
13.429291502623373,nan,nan,nan,umap,50,0.1,high-recombination-rate,2,7
12.055405124823176,nan,nan,nan,umap,50,0.25,high-recombination-rate,2,7
12.54545108654939,nan,nan,nan,umap,100,0.05,high-recombination-rate,2,7
13.615085617244675,nan,nan,nan,umap,100,0.1,high-recombination-rate,2,7
12.346608044933019,nan,nan,nan,umap,100,0.25,high-recombination-rate,2,7
13.301846077370275,2,nan,nan,pca,nan,nan,high-recombination-rate,2,8
12.773697078670562,3,nan,nan,pca,nan,nan,high-recombination-rate,2,8
12.374446725894892,4,nan,nan,pca,nan,nan,high-recombination-rate,2,8
11.953401584142043,5,nan,nan,pca,nan,nan,high-recombination-rate,2,8
11.369141333224407,6,nan,nan,pca,nan,nan,high-recombination-rate,2,8
8.697636434980078,2,nan,nan,mds,nan,nan,high-recombination-rate,2,8
7.282500997175504,3,nan,nan,mds,nan,nan,high-recombination-rate,2,8
