mae,components,method,recombination_rate,replicate,train_test_split,perplexity,learning_rate,nearest_neighbors,min_dist
8.970183558810385,,t-sne,no-reassortment,2,0,100.0,100.0,,
9.414138717046358,,t-sne,no-reassortment,2,0,100.0,200.0,,
9.591770210551186,,t-sne,no-reassortment,2,0,100.0,500.0,,
13.370902492855157,,t-sne,no-reassortment,2,0,200.0,100.0,,
14.938361035797568,,t-sne,no-reassortment,2,0,200.0,200.0,,
16.21565548691861,,t-sne,no-reassortment,2,0,200.0,500.0,,
21.051952887249147,,t-sne,no-reassortment,2,0,300.0,100.0,,
22.43419538615021,,t-sne,no-reassortment,2,0,300.0,200.0,,
21.347980021231795,,t-sne,no-reassortment,2,0,300.0,500.0,,
10.958352027162045,,umap,no-reassortment,2,0,,,25.0,0.05
11.434695935630154,,umap,no-reassortment,2,0,,,25.0,0.1
11.975454450110504,,umap,no-reassortment,2,0,,,25.0,0.25
11.194028655495297,,umap,no-reassortment,2,0,,,50.0,0.05
10.659778068398571,,umap,no-reassortment,2,0,,,50.0,0.1
11.402261237026286,,umap,no-reassortment,2,0,,,50.0,0.25
11.66313082001001,,umap,no-reassortment,2,0,,,100.0,0.05
12.674936247724425,,umap,no-reassortment,2,0,,,100.0,0.1
18.41555766238305,,umap,no-reassortment,2,0,,,100.0,0.25
9.444533861864937,2.0,pca,no-reassortment,2,1,,,,
9.431248146165103,3.0,pca,no-reassortment,2,1,,,,
8.876307001347136,4.0,pca,no-reassortment,2,1,,,,
8.604081330832315,5.0,pca,no-reassortment,2,1,,,,
8.483658296776383,6.0,pca,no-reassortment,2,1,,,,
8.215734627867066,7.0,pca,no-reassortment,2,1,,,,
7.883315451051569,8.0,pca,no-reassortment,2,1,,,,
7.697340987685914,9.0,pca,no-reassortment,2,1,,,,
7.644469854630739,10.0,pca,no-reassortment,2,1,,,,
5.694518878851979,2.0,mds,no-reassortment,2,1,,,,
4.74658783756301,3.0,mds,no-reassortment,2,1,,,,
4.026686150376203,4.0,mds,no-reassortment,2,1,,,,
3.5540995610068893,5.0,mds,no-reassortment,2,1,,,,
3.171764444313282,6.0,mds,no-reassortment,2,1,,,,
2.852978439348714,7.0,mds,no-reassortment,2,1,,,,
2.587252246799794,8.0,mds,no-reassortment,2,1,,,,
2.410215217721058,9.0,mds,no-reassortment,2,1,,,,
2.219771064030237,10.0,mds,no-reassortment,2,1,,,,
9.810800143934484,,t-sne,no-reassortment,2,1,15.0,100.0,,
9.9249268000243,,t-sne,no-reassortment,2,1,15.0,200.0,,
9.602869890969355,,t-sne,no-reassortment,2,1,15.0,500.0,,
9.287846745726144,,t-sne,no-reassortment,2,1,30.0,100.0,,
9.088336480857608,,t-sne,no-reassortment,2,1,30.0,200.0,,
9.147114012869602,,t-sne,no-reassortment,2,1,30.0,500.0,,
8.309722389592157,,t-sne,no-reassortment,2,1,100.0,100.0,,
8.318369458135937,,t-sne,no-reassortment,2,1,100.0,200.0,,
8.486018880326572,,t-sne,no-reassortment,2,1,100.0,500.0,,
8.726905579874446,,t-sne,no-reassortment,2,1,200.0,100.0,,
8.844396770705643,,t-sne,no-reassortment,2,1,200.0,200.0,,
9.322602662653704,,t-sne,no-reassortment,2,1,200.0,500.0,,
9.067898094299837,,t-sne,no-reassortment,2,1,300.0,100.0,,
9.357265605490916,,t-sne,no-reassortment,2,1,300.0,200.0,,
9.116852589786,,t-sne,no-reassortment,2,1,300.0,500.0,,
9.239081428130836,,umap,no-reassortment,2,1,,,25.0,0.05
9.97579123041278,,umap,no-reassortment,2,1,,,25.0,0.1
10.1521789786404,,umap,no-reassortment,2,1,,,25.0,0.25
9.582875095322564,,umap,no-reassortment,2,1,,,50.0,0.05
9.24149805632084,,umap,no-reassortment,2,1,,,50.0,0.1
11.826413209822633,,umap,no-reassortment,2,1,,,50.0,0.25
9.786351635107478,,umap,no-reassortment,2,1,,,100.0,0.05
8.595612119528669,,umap,no-reassortment,2,1,,,100.0,0.1
8.862985338813317,,umap,no-reassortment,2,1,,,100.0,0.25
11.46877099325106,2.0,pca,no-reassortment,2,2,,,,
10.959126833607836,3.0,pca,no-reassortment,2,2,,,,
10.783854424553098,4.0,pca,no-reassortment,2,2,,,,
10.675854404605778,5.0,pca,no-reassortment,2,2,,,,
10.060467831627024,6.0,pca,no-reassortment,2,2,,,,
9.90906561441408,7.0,pca,no-reassortment,2,2,,,,
9.871865231507366,8.0,pca,no-reassortment,2,2,,,,
9.692364286558442,9.0,pca,no-reassortment,2,2,,,,
9.661669909910962,10.0,pca,no-reassortment,2,2,,,,
7.250808185294651,2.0,mds,no-reassortment,2,2,,,,
4.957122073757071,3.0,mds,no-reassortment,2,2,,,,
3.957900659965431,4.0,mds,no-reassortment,2,2,,,,
3.334664013888797,5.0,mds,no-reassortment,2,2,,,,
2.836858981932197,6.0,mds,no-reassortment,2,2,,,,
2.494495967215157,7.0,mds,no-reassortment,2,2,,,,
2.2437286183851235,8.0,mds,no-reassortment,2,2,,,,
2.0291843258732296,9.0,mds,no-reassortment,2,2,,,,
1.8766255278056476,10.0,mds,no-reassortment,2,2,,,,
16.804542770988373,,t-sne,no-reassortment,2,2,15.0,100.0,,
17.102546231241952,,t-sne,no-reassortment,2,2,15.0,200.0,,
17.259157721234867,,t-sne,no-reassortment,2,2,15.0,500.0,,
17.198963094379977,,t-sne,no-reassortment,2,2,30.0,100.0,,
17.158559155434816,,t-sne,no-reassortment,2,2,30.0,200.0,,
17.14035044305367,,t-sne,no-reassortment,2,2,30.0,500.0,,
15.41742720466384,,t-sne,no-reassortment,2,2,100.0,100.0,,
15.229549427735884,,t-sne,no-reassortment,2,2,100.0,200.0,,
15.374631463853568,,t-sne,no-reassortment,2,2,100.0,500.0,,
12.249995396929648,,t-sne,no-reassortment,2,2,200.0,100.0,,
11.837350240669249,,t-sne,no-reassortment,2,2,200.0,200.0,,
11.20381924765644,,t-sne,no-reassortment,2,2,200.0,500.0,,
11.390521857051832,,t-sne,no-reassortment,2,2,300.0,100.0,,
11.6509900864018,,t-sne,no-reassortment,2,2,300.0,200.0,,
11.261659161893071,,t-sne,no-reassortment,2,2,300.0,500.0,,
15.439020735776198,,umap,no-reassortment,2,2,,,25.0,0.05
15.600164154692871,,umap,no-reassortment,2,2,,,25.0,0.1
15.33103245776796,,umap,no-reassortment,2,2,,,25.0,0.25
13.8802381200235,,umap,no-reassortment,2,2,,,50.0,0.05
12.10658448662203,,umap,no-reassortment,2,2,,,50.0,0.1
12.336767410903862,,umap,no-reassortment,2,2,,,50.0,0.25
10.695368573540016,,umap,no-reassortment,2,2,,,100.0,0.05
10.829599322655795,,umap,no-reassortment,2,2,,,100.0,0.1
11.084861663392426,,umap,no-reassortment,2,2,,,100.0,0.25
11.459541608345452,2.0,pca,no-reassortment,2,3,,,,
10.156008134424724,3.0,pca,no-reassortment,2,3,,,,
9.680453981616171,4.0,pca,no-reassortment,2,3,,,,
9.354156545636783,5.0,pca,no-reassortment,2,3,,,,
9.3604081362028,6.0,pca,no-reassortment,2,3,,,,
8.958066699143105,7.0,pca,no-reassortment,2,3,,,,
8.411237620168796,8.0,pca,no-reassortment,2,3,,,,
8.147199618881157,9.0,pca,no-reassortment,2,3,,,,
8.078723166955491,10.0,pca,no-reassortment,2,3,,,,
6.992425410049623,2.0,mds,no-reassortment,2,3,,,,
5.072330443966457,3.0,mds,no-reassortment,2,3,,,,
4.040456297132139,4.0,mds,no-reassortment,2,3,,,,
3.376059370013872,5.0,mds,no-reassortment,2,3,,,,
2.8526149665812937,6.0,mds,no-reassortment,2,3,,,,
2.4891708624576108,7.0,mds,no-reassortment,2,3,,,,
2.239207483416761,8.0,mds,no-reassortment,2,3,,,,
2.0050574812404323,9.0,mds,no-reassortment,2,3,,,,
1.8429166107401245,10.0,mds,no-reassortment,2,3,,,,
12.99194893574711,,t-sne,no-reassortment,2,3,15.0,100.0,,
13.499637375171638,,t-sne,no-reassortment,2,3,15.0,200.0,,
13.01425544899992,,t-sne,no-reassortment,2,3,15.0,500.0,,
12.205360423750797,,t-sne,no-reassortment,2,3,30.0,100.0,,
12.8353550554755,,t-sne,no-reassortment,2,3,30.0,200.0,,
13.158913125829534,,t-sne,no-reassortment,2,3,30.0,500.0,,
11.975752739422267,,t-sne,no-reassortment,2,3,100.0,100.0,,
11.886130349845413,,t-sne,no-reassortment,2,3,100.0,200.0,,
13.787874953121458,,t-sne,no-reassortment,2,3,100.0,500.0,,
11.746816950393686,,t-sne,no-reassortment,2,3,200.0,100.0,,
12.56344832704016,,t-sne,no-reassortment,2,3,200.0,200.0,,
13.116187246336535,,t-sne,no-reassortment,2,3,200.0,500.0,,
11.562818098823506,,t-sne,no-reassortment,2,3,300.0,100.0,,
11.980003460244724,,t-sne,no-reassortment,2,3,300.0,200.0,,
11.529808765863036,,t-sne,no-reassortment,2,3,300.0,500.0,,
13.08585889349326,,umap,no-reassortment,2,3,,,25.0,0.05
12.973770442471729,,umap,no-reassortment,2,3,,,25.0,0.1
14.327380703899689,,umap,no-reassortment,2,3,,,25.0,0.25
14.266271660728602,,umap,no-reassortment,2,3,,,50.0,0.05
13.06963934188722,,umap,no-reassortment,2,3,,,50.0,0.1
13.293150821475866,,umap,no-reassortment,2,3,,,50.0,0.25
11.165919381196645,,umap,no-reassortment,2,3,,,100.0,0.05
11.43575284597734,,umap,no-reassortment,2,3,,,100.0,0.1
11.481071419614516,,umap,no-reassortment,2,3,,,100.0,0.25
14.930750420399264,2.0,pca,no-reassortment,2,4,,,,
13.961260147506492,3.0,pca,no-reassortment,2,4,,,,
13.4062054208535,4.0,pca,no-reassortment,2,4,,,,
13.492345221299084,5.0,pca,no-reassortment,2,4,,,,
13.953954505316345,6.0,pca,no-reassortment,2,4,,,,
13.967244367175123,7.0,pca,no-reassortment,2,4,,,,
13.51335250174039,8.0,pca,no-reassortment,2,4,,,,
13.325100211728042,9.0,pca,no-reassortment,2,4,,,,
12.99919460591109,10.0,pca,no-reassortment,2,4,,,,
6.616901489984966,2.0,mds,no-reassortment,2,4,,,,
4.507901646751493,3.0,mds,no-reassortment,2,4,,,,
3.5507083751597226,4.0,mds,no-reassortment,2,4,,,,
2.898804717869764,5.0,mds,no-reassortment,2,4,,,,
2.426356474482561,6.0,mds,no-reassortment,2,4,,,,
2.101911361560063,7.0,mds,no-reassortment,2,4,,,,
1.874512876518724,8.0,mds,no-reassortment,2,4,,,,
1.707628574711717,9.0,mds,no-reassortment,2,4,,,,
1.5814729946345416,10.0,mds,no-reassortment,2,4,,,,
23.685070163122585,,t-sne,no-reassortment,2,4,15.0,100.0,,
24.08105342869633,,t-sne,no-reassortment,2,4,15.0,200.0,,
24.181184393058857,,t-sne,no-reassortment,2,4,15.0,500.0,,
22.73314047754288,,t-sne,no-reassortment,2,4,30.0,100.0,,
23.296326322187813,,t-sne,no-reassortment,2,4,30.0,200.0,,
23.040931583885776,,t-sne,no-reassortment,2,4,30.0,500.0,,
22.434376962755213,,t-sne,no-reassortment,2,4,100.0,100.0,,
20.8138785608634,,t-sne,no-reassortment,2,4,100.0,200.0,,
21.719750125197837,,t-sne,no-reassortment,2,4,100.0,500.0,,
23.314647876097,,t-sne,no-reassortment,2,4,200.0,100.0,,
23.770647706173637,,t-sne,no-reassortment,2,4,200.0,200.0,,
22.66083527652905,,t-sne,no-reassortment,2,4,200.0,500.0,,
22.0260326768201,,t-sne,no-reassortment,2,4,300.0,100.0,,
21.981969651846487,,t-sne,no-reassortment,2,4,300.0,200.0,,
22.796722558781948,,t-sne,no-reassortment,2,4,300.0,500.0,,
24.93483292911797,,umap,no-reassortment,2,4,,,25.0,0.05
24.50329371790104,,umap,no-reassortment,2,4,,,25.0,0.1
24.32141329114815,,umap,no-reassortment,2,4,,,25.0,0.25
22.147012455988357,,umap,no-reassortment,2,4,,,50.0,0.05
22.478153119591145,,umap,no-reassortment,2,4,,,50.0,0.1
20.38377424836728,,umap,no-reassortment,2,4,,,50.0,0.25
21.9221356642788,,umap,no-reassortment,2,4,,,100.0,0.05
20.804884763171188,,umap,no-reassortment,2,4,,,100.0,0.1
23.06471388527756,,umap,no-reassortment,2,4,,,100.0,0.25
19.839399288604625,2.0,pca,no-reassortment,2,5,,,,
19.770785267694016,3.0,pca,no-reassortment,2,5,,,,
19.12820849043183,4.0,pca,no-reassortment,2,5,,,,
18.32489208272188,5.0,pca,no-reassortment,2,5,,,,
18.02409012013313,6.0,pca,no-reassortment,2,5,,,,
17.67023709106667,7.0,pca,no-reassortment,2,5,,,,
17.139621859784107,8.0,pca,no-reassortment,2,5,,,,
16.960692935519585,9.0,pca,no-reassortment,2,5,,,,
16.599707480336455,10.0,pca,no-reassortment,2,5,,,,
6.925283298344094,2.0,mds,no-reassortment,2,5,,,,
4.3059823864733096,3.0,mds,no-reassortment,2,5,,,,
3.257191249728833,4.0,mds,no-reassortment,2,5,,,,
2.646044325470601,5.0,mds,no-reassortment,2,5,,,,
2.1790832251364174,6.0,mds,no-reassortment,2,5,,,,
1.9345047245468696,7.0,mds,no-reassortment,2,5,,,,
1.693197449230442,8.0,mds,no-reassortment,2,5,,,,
1.5228534800343865,9.0,mds,no-reassortment,2,5,,,,
1.4179631885514898,10.0,mds,no-reassortment,2,5,,,,
21.492591506533817,,t-sne,no-reassortment,2,5,15.0,100.0,,
21.654199204515603,,t-sne,no-reassortment,2,5,15.0,200.0,,
20.935947553215478,,t-sne,no-reassortment,2,5,15.0,500.0,,
21.29622788355453,,t-sne,no-reassortment,2,5,30.0,100.0,,
20.146807297001764,,t-sne,no-reassortment,2,5,30.0,200.0,,
20.204702684670437,,t-sne,no-reassortment,2,5,30.0,500.0,,
24.142340823889903,,t-sne,no-reassortment,2,5,100.0,100.0,,
20.804338384863957,,t-sne,no-reassortment,2,5,100.0,200.0,,
20.1355041687402,,t-sne,no-reassortment,2,5,100.0,500.0,,
13.60199739741108,,t-sne,no-reassortment,2,5,200.0,100.0,,
12.212076850880608,,t-sne,no-reassortment,2,5,200.0,200.0,,
14.033673969737777,,t-sne,no-reassortment,2,5,200.0,500.0,,
13.660623876703784,,t-sne,no-reassortment,2,5,300.0,100.0,,
12.863285908484857,,t-sne,no-reassortment,2,5,300.0,200.0,,
13.881510369868092,,t-sne,no-reassortment,2,5,300.0,500.0,,
21.25169458917848,,umap,no-reassortment,2,5,,,25.0,0.05
21.453490188538417,,umap,no-reassortment,2,5,,,25.0,0.1
22.82310429789514,,umap,no-reassortment,2,5,,,25.0,0.25
22.414790582886244,,umap,no-reassortment,2,5,,,50.0,0.05
21.39533277533765,,umap,no-reassortment,2,5,,,50.0,0.1
23.574376756152727,,umap,no-reassortment,2,5,,,50.0,0.25
20.152088899681512,,umap,no-reassortment,2,5,,,100.0,0.05
20.11602135942377,,umap,no-reassortment,2,5,,,100.0,0.1
19.40796279942216,,umap,no-reassortment,2,5,,,100.0,0.25
6.627162659702515,2.0,pca,no-reassortment,2,6,,,,
6.644947733577419,3.0,pca,no-reassortment,2,6,,,,
6.014467875109502,4.0,pca,no-reassortment,2,6,,,,
5.943340161968253,5.0,pca,no-reassortment,2,6,,,,
5.920263875019855,6.0,pca,no-reassortment,2,6,,,,
5.991872277966444,7.0,pca,no-reassortment,2,6,,,,
5.909472278317239,8.0,pca,no-reassortment,2,6,,,,
5.892678225389551,9.0,pca,no-reassortment,2,6,,,,
5.86224288534896,10.0,pca,no-reassortment,2,6,,,,
4.787697026580905,2.0,mds,no-reassortment,2,6,,,,
3.6870158204398815,3.0,mds,no-reassortment,2,6,,,,
3.0437756771587465,4.0,mds,no-reassortment,2,6,,,,
2.615660390510166,5.0,mds,no-reassortment,2,6,,,,
2.269725776515006,6.0,mds,no-reassortment,2,6,,,,
2.038986159747713,7.0,mds,no-reassortment,2,6,,,,
1.8553731284170107,8.0,mds,no-reassortment,2,6,,,,
1.6911868413920328,9.0,mds,no-reassortment,2,6,,,,
1.5832690159987004,10.0,mds,no-reassortment,2,6,,,,
7.706189236353654,,t-sne,no-reassortment,2,6,15.0,100.0,,
7.524895320244245,,t-sne,no-reassortment,2,6,15.0,200.0,,
7.806178167651165,,t-sne,no-reassortment,2,6,15.0,500.0,,
7.380222136918443,,t-sne,no-reassortment,2,6,30.0,100.0,,
7.438084361181787,,t-sne,no-reassortment,2,6,30.0,200.0,,
7.246778131242612,,t-sne,no-reassortment,2,6,30.0,500.0,,
6.946670084448657,,t-sne,no-reassortment,2,6,100.0,100.0,,
6.627983581565636,,t-sne,no-reassortment,2,6,100.0,200.0,,
6.6657369691771615,,t-sne,no-reassortment,2,6,100.0,500.0,,
7.646705096505381,,t-sne,no-reassortment,2,6,200.0,100.0,,
7.689904912616288,,t-sne,no-reassortment,2,6,200.0,200.0,,
7.66705458109594,,t-sne,no-reassortment,2,6,200.0,500.0,,
7.166048614705194,,t-sne,no-reassortment,2,6,300.0,100.0,,
7.220518369177943,,t-sne,no-reassortment,2,6,300.0,200.0,,
7.569240162654744,,t-sne,no-reassortment,2,6,300.0,500.0,,
8.140240454184543,,umap,no-reassortment,2,6,,,25.0,0.05
7.727983617199775,,umap,no-reassortment,2,6,,,25.0,0.1
7.995155203152951,,umap,no-reassortment,2,6,,,25.0,0.25
7.703192450225293,,umap,no-reassortment,2,6,,,50.0,0.05
8.05073055477188,,umap,no-reassortment,2,6,,,50.0,0.1
8.277050683895743,,umap,no-reassortment,2,6,,,50.0,0.25
7.789359871475133,,umap,no-reassortment,2,6,,,100.0,0.05
8.421632707295876,,umap,no-reassortment,2,6,,,100.0,0.1
8.783554435080765,,umap,no-reassortment,2,6,,,100.0,0.25
7.087382455778964,2.0,pca,no-reassortment,2,7,,,,
6.754613810451871,3.0,pca,no-reassortment,2,7,,,,
6.756305277108828,4.0,pca,no-reassortment,2,7,,,,
6.587606697357514,5.0,pca,no-reassortment,2,7,,,,
6.429417190171051,6.0,pca,no-reassortment,2,7,,,,
6.344361846634081,7.0,pca,no-reassortment,2,7,,,,
6.365346040767007,8.0,pca,no-reassortment,2,7,,,,
6.3025618613155805,9.0,pca,no-reassortment,2,7,,,,
6.265215289496513,10.0,pca,no-reassortment,2,7,,,,
4.303552542420396,2.0,mds,no-reassortment,2,7,,,,
3.385206159077322,3.0,mds,no-reassortment,2,7,,,,
3.0150234282230577,4.0,mds,no-reassortment,2,7,,,,
2.6652932868028447,5.0,mds,no-reassortment,2,7,,,,
2.338122631568291,6.0,mds,no-reassortment,2,7,,,,
2.100719099530604,7.0,mds,no-reassortment,2,7,,,,
1.9642236513730813,8.0,mds,no-reassortment,2,7,,,,
1.849882187195928,9.0,mds,no-reassortment,2,7,,,,
1.7124165877475677,10.0,mds,no-reassortment,2,7,,,,
8.108916809724926,,t-sne,no-reassortment,2,7,15.0,100.0,,
8.106232874720185,,t-sne,no-reassortment,2,7,15.0,200.0,,
8.158107077662628,,t-sne,no-reassortment,2,7,15.0,500.0,,
7.907735522771078,,t-sne,no-reassortment,2,7,30.0,100.0,,
7.898205470953235,,t-sne,no-reassortment,2,7,30.0,200.0,,
7.661369849566718,,t-sne,no-reassortment,2,7,30.0,500.0,,
7.647444051226644,,t-sne,no-reassortment,2,7,100.0,100.0,,
7.467871105756238,,t-sne,no-reassortment,2,7,100.0,200.0,,
7.28990872118013,,t-sne,no-reassortment,2,7,100.0,500.0,,
6.88012364298117,,t-sne,no-reassortment,2,7,200.0,100.0,,
6.408343476130273,,t-sne,no-reassortment,2,7,200.0,200.0,,
6.477832373029402,,t-sne,no-reassortment,2,7,200.0,500.0,,
6.702701907776773,,t-sne,no-reassortment,2,7,300.0,100.0,,
6.782786138259301,,t-sne,no-reassortment,2,7,300.0,200.0,,
7.3566206974478385,,t-sne,no-reassortment,2,7,300.0,500.0,,
9.016092082225835,,umap,no-reassortment,2,7,,,25.0,0.05
8.9943021020718,,umap,no-reassortment,2,7,,,25.0,0.1
9.45910256466992,,umap,no-reassortment,2,7,,,25.0,0.25
8.835392476969181,,umap,no-reassortment,2,7,,,50.0,0.05
8.944058883859979,,umap,no-reassortment,2,7,,,50.0,0.1
9.16112240555415,,umap,no-reassortment,2,7,,,50.0,0.25
9.194074731982422,,umap,no-reassortment,2,7,,,100.0,0.05
9.718600665493904,,umap,no-reassortment,2,7,,,100.0,0.1
9.815974513531094,,umap,no-reassortment,2,7,,,100.0,0.25
7.556486312563597,2.0,pca,no-reassortment,2,8,,,,
7.072950349053758,3.0,pca,no-reassortment,2,8,,,,
6.885538913721866,4.0,pca,no-reassortment,2,8,,,,
6.831863088124007,5.0,pca,no-reassortment,2,8,,,,
6.650318107944527,6.0,pca,no-reassortment,2,8,,,,
6.706620978521647,7.0,pca,no-reassortment,2,8,,,,
6.564205247145953,8.0,pca,no-reassortment,2,8,,,,
6.373792577872387,9.0,pca,no-reassortment,2,8,,,,
6.204965760001345,10.0,pca,no-reassortment,2,8,,,,
4.596207335643973,2.0,mds,no-reassortment,2,8,,,,
3.7170888812938,3.0,mds,no-reassortment,2,8,,,,
3.144566473795864,4.0,mds,no-reassortment,2,8,,,,
2.7588602389036656,5.0,mds,no-reassortment,2,8,,,,
2.479939112080312,6.0,mds,no-reassortment,2,8,,,,
2.2593925259446785,7.0,mds,no-reassortment,2,8,,,,
2.082098455699056,8.0,mds,no-reassortment,2,8,,,,
1.941192430039472,9.0,mds,no-reassortment,2,8,,,,
1.8282401623805888,10.0,mds,no-reassortment,2,8,,,,
9.335559658694626,,t-sne,no-reassortment,2,8,15.0,100.0,,
9.325780664738778,,t-sne,no-reassortment,2,8,15.0,200.0,,
9.316414630185104,,t-sne,no-reassortment,2,8,15.0,500.0,,
8.837654794003091,,t-sne,no-reassortment,2,8,30.0,100.0,,
9.183514343860912,,t-sne,no-reassortment,2,8,30.0,200.0,,
9.032702340193596,,t-sne,no-reassortment,2,8,30.0,500.0,,
7.424136124852861,,t-sne,no-reassortment,2,8,100.0,100.0,,
7.411085754332162,,t-sne,no-reassortment,2,8,100.0,200.0,,
7.504318789414207,,t-sne,no-reassortment,2,8,100.0,500.0,,
7.984989377449275,,t-sne,no-reassortment,2,8,200.0,100.0,,
8.07840677773496,,t-sne,no-reassortment,2,8,200.0,200.0,,
7.930230737981203,,t-sne,no-reassortment,2,8,200.0,500.0,,
7.832742780636661,,t-sne,no-reassortment,2,8,300.0,100.0,,
8.179779900457856,,t-sne,no-reassortment,2,8,300.0,200.0,,
8.065239613653407,,t-sne,no-reassortment,2,8,300.0,500.0,,
9.088387702837858,,umap,no-reassortment,2,8,,,25.0,0.05
9.691907903296247,,umap,no-reassortment,2,8,,,25.0,0.1
9.371221198982134,,umap,no-reassortment,2,8,,,25.0,0.25
9.18387082903569,,umap,no-reassortment,2,8,,,50.0,0.05
9.10388213562152,,umap,no-reassortment,2,8,,,50.0,0.1
9.614242534278624,,umap,no-reassortment,2,8,,,50.0,0.25
8.703994122481735,,umap,no-reassortment,2,8,,,100.0,0.05
8.673431388525279,,umap,no-reassortment,2,8,,,100.0,0.1
8.89395042920415,,umap,no-reassortment,2,8,,,100.0,0.25
14.702900555038356,2.0,pca,no-reassortment,2,9,,,,
13.59575734017865,3.0,pca,no-reassortment,2,9,,,,
12.435690441657473,4.0,pca,no-reassortment,2,9,,,,
11.63044609191149,5.0,pca,no-reassortment,2,9,,,,
11.323387866794844,6.0,pca,no-reassortment,2,9,,,,
10.987577334596844,7.0,pca,no-reassortment,2,9,,,,
10.8399182955611,8.0,pca,no-reassortment,2,9,,,,
10.541539063578366,9.0,pca,no-reassortment,2,9,,,,
10.33551173571667,10.0,pca,no-reassortment,2,9,,,,
7.879751721030992,2.0,mds,no-reassortment,2,9,,,,
5.377141943412568,3.0,mds,no-reassortment,2,9,,,,
4.263241127128361,4.0,mds,no-reassortment,2,9,,,,
3.583164637045448,5.0,mds,no-reassortment,2,9,,,,
3.1402712004757776,6.0,mds,no-reassortment,2,9,,,,
2.760959598502786,7.0,mds,no-reassortment,2,9,,,,
2.482832328220436,8.0,mds,no-reassortment,2,9,,,,
2.249845934861228,9.0,mds,no-reassortment,2,9,,,,
2.0688266689452397,10.0,mds,no-reassortment,2,9,,,,
16.880234741775162,,t-sne,no-reassortment,2,9,15.0,100.0,,
16.878139446811968,,t-sne,no-reassortment,2,9,15.0,200.0,,
16.484694271667887,,t-sne,no-reassortment,2,9,15.0,500.0,,
16.241374410804703,,t-sne,no-reassortment,2,9,30.0,100.0,,
15.422503739383364,,t-sne,no-reassortment,2,9,30.0,200.0,,
15.495507696935196,,t-sne,no-reassortment,2,9,30.0,500.0,,
16.024780910598523,,t-sne,no-reassortment,2,9,100.0,100.0,,
15.64211641375888,,t-sne,no-reassortment,2,9,100.0,200.0,,
15.884204911111729,,t-sne,no-reassortment,2,9,100.0,500.0,,
16.000565648043683,,t-sne,no-reassortment,2,9,200.0,100.0,,
15.99225130212602,,t-sne,no-reassortment,2,9,200.0,200.0,,
16.39939884718003,,t-sne,no-reassortment,2,9,200.0,500.0,,
17.840016629265246,,t-sne,no-reassortment,2,9,300.0,100.0,,
17.987144090895253,,t-sne,no-reassortment,2,9,300.0,200.0,,
16.411896568602348,,t-sne,no-reassortment,2,9,300.0,500.0,,
16.56212560443934,,umap,no-reassortment,2,9,,,25.0,0.05
16.288808017583445,,umap,no-reassortment,2,9,,,25.0,0.1
15.558107402511592,,umap,no-reassortment,2,9,,,25.0,0.25
17.17378963818803,,umap,no-reassortment,2,9,,,50.0,0.05
16.967596442794857,,umap,no-reassortment,2,9,,,50.0,0.1
16.690836897062486,,umap,no-reassortment,2,9,,,50.0,0.25
16.3279189331714,,umap,no-reassortment,2,9,,,100.0,0.05
13.931799070423398,,umap,no-reassortment,2,9,,,100.0,0.1
12.753848394904985,,umap,no-reassortment,2,9,,,100.0,0.25
9.527427951489642,2.0,pca,no-reassortment,3,0,,,,
8.522723446091193,3.0,pca,no-reassortment,3,0,,,,
7.872060738857038,4.0,pca,no-reassortment,3,0,,,,
7.543897421087293,5.0,pca,no-reassortment,3,0,,,,
7.219755598549025,6.0,pca,no-reassortment,3,0,,,,
7.059702892104648,7.0,pca,no-reassortment,3,0,,,,
7.12663100525543,8.0,pca,no-reassortment,3,0,,,,
7.188573566590221,9.0,pca,no-reassortment,3,0,,,,
6.987740299531988,10.0,pca,no-reassortment,3,0,,,,
6.343309589146674,2.0,mds,no-reassortment,3,0,,,,
4.846585382494416,3.0,mds,no-reassortment,3,0,,,,
4.127689612200247,4.0,mds,no-reassortment,3,0,,,,
3.5354544321097365,5.0,mds,no-reassortment,3,0,,,,
3.132168468446749,6.0,mds,no-reassortment,3,0,,,,
2.755251465586665,7.0,mds,no-reassortment,3,0,,,,
2.540382607268469,8.0,mds,no-reassortment,3,0,,,,
2.323566163890488,9.0,mds,no-reassortment,3,0,,,,
2.1556840086722446,10.0,mds,no-reassortment,3,0,,,,
11.006636834044464,,t-sne,no-reassortment,3,0,15.0,100.0,,
11.017555247048968,,t-sne,no-reassortment,3,0,15.0,200.0,,
11.053081794753773,,t-sne,no-reassortment,3,0,15.0,500.0,,
10.689605213250776,,t-sne,no-reassortment,3,0,30.0,100.0,,
10.34836574354809,,t-sne,no-reassortment,3,0,30.0,200.0,,
11.306579443855576,,t-sne,no-reassortment,3,0,30.0,500.0,,
8.258269409337558,,t-sne,no-reassortment,3,0,100.0,100.0,,
8.36362938626661,,t-sne,no-reassortment,3,0,100.0,200.0,,
8.415490335118939,,t-sne,no-reassortment,3,0,100.0,500.0,,
7.78007015056452,,t-sne,no-reassortment,3,0,200.0,100.0,,
7.838207177187048,,t-sne,no-reassortment,3,0,200.0,200.0,,
7.828773411104074,,t-sne,no-reassortment,3,0,200.0,500.0,,
8.310193403831352,,t-sne,no-reassortment,3,0,300.0,100.0,,
8.692249555543508,,t-sne,no-reassortment,3,0,300.0,200.0,,
