strain	date	accession	country	region	segment_name
A/Nevada/59/2016	2016-12-22	CY215082	USA	N	4
A/Newcastle/1000/2016	2016-05-18	CY254361	Australia	S	4
A/Newcastle/102/2016	2016-08-05	CY254777	Australia	S	4
A/Newcastle/108/2017	2017-08-12	MN569255	Australia	S	4
A/Newcastle/113/2017	2017-08-12	MN569279	Australia	S	4
A/Newcastle/118/2017	2017-08-10	MN569287	Australia	S	4
A/Newcastle/120/2017	2017-08-10	MN569311	Australia	S	4
A/Newcastle/134/2016	2016-08-23	CY255001	Australia	S	4
A/Newcastle/14/2018	2018-02-22	MN569343	Australia	S	4
A/Newcastle/143/2017	2017-07-29	MN569359	Australia	S	4
A/Newcastle/148/2017	2017-07-26	MN569375	Australia	S	4
A/Newcastle/150/2017	2017-07-25	MN569399	Australia	S	4
A/Newcastle/153/2017	2017-08-21	MN569423	Australia	S	4
A/Newcastle/155/2017	2017-08-20	MN569439	Australia	S	4
A/Newcastle/161/2017	2017-08-06	MN569487	Australia	S	4
A/Newcastle/163/2017	2017-08-04	MN569503	Australia	S	4
A/Newcastle/165/2017	2017-08-03	MN569519	Australia	S	4
A/Newcastle/166/2017	2017-08-04	MN569527	Australia	S	4
A/Newcastle/167/2017	2017-08-03	MN569535	Australia	S	4
A/Newcastle/17/2017	2017-02-12	MN569551	Australia	S	4
A/Newcastle/172/2017	2017-08-03	MN569583	Australia	S	4
A/Newcastle/179/2017	2017-08-13	MN569607	Australia	S	4
A/Newcastle/180/2017	2017-08-14	MN569615	Australia	S	4
A/Newcastle/181/2017	2017-08-16	MN569623	Australia	S	4
A/Newcastle/184/2017	2017-08-15	MN569631	Australia	S	4
A/Newcastle/185/2017	2017-08-15	MN569639	Australia	S	4
A/Newcastle/186/2017	2017-08-15	MN569647	Australia	S	4
A/Newcastle/187/2016	2016-09-10	CY255169	Australia	S	4
A/Newcastle/187/2017	2017-08-14	MN569655	Australia	S	4
A/Newcastle/189/2017	2017-08-16	MN569663	Australia	S	4
A/Newcastle/19/2018	2018-03-12	MN569671	Australia	S	4
A/Newcastle/190/2016	2016-09-16	CY255177	Australia	S	4
A/Newcastle/191/2017	2017-08-18	MN569679	Australia	S	4
A/Newcastle/193/2017	2017-08-17	MN569687	Australia	S	4
A/Newcastle/195/2017	2017-08-21	MN569695	Australia	S	4
A/Newcastle/198/2017	2017-08-20	MN569711	Australia	S	4
A/Newcastle/199/2017	2017-08-22	MN569719	Australia	S	4
A/Newcastle/201/2016	2016-10-10	CY255257	Australia	S	4
A/Newcastle/203/2017	2017-08-20	MN569751	Australia	S	4
A/Newcastle/204/2017	2017-08-20	MN569759	Australia	S	4
A/Newcastle/21/2018	2018-08-08	MN569767	Australia	S	4
A/Newcastle/30/2016	2016-03-29	CY254321	Australia	S	4
A/Newcastle/58/2016	2016-07-10	CY254497	Australia	S	4
A/Newcastle/600/2017	2017-08-15	MN569839	Australia	S	4
A/Newcastle/603/2017	2017-08-11	MN569863	Australia	S	4
A/Newcastle/604/2017	2017-08-13	MN569871	Australia	S	4
A/Newcastle/610/2017	2017-08-13	MN569895	Australia	S	4
A/Newcastle/63/2017	2017-06-27	MN569903	Australia	S	4
A/Newcastle/64/2016	2016-07-07	CY254505	Australia	S	4
A/Newcastle/68/2016	2016-07-30	CY254673	Australia	S	4
A/Newcastle/78/2016	2016-07-25	CY254657	Australia	S	4
A/Newcastle/91/2016	2016-08-04	CY254841	Australia	S	4
A/Newcastle/91/2017	2017-06-19	MN569943	Australia	S	4
A/Nicaragua/0645_06/2016	2016-12-09	CY257258	Nicaragua	T	4
A/Nicaragua/2010_03/2017	2017-08-07	CY266431	Nicaragua	T	4
A/Nicaragua/4340_06/2016	2016-11-04	CY257154	Nicaragua	T	4
A/Nicaragua/4769_05/2017	2017-07-17	CY266367	Nicaragua	T	4
A/Nicaragua/4992_03/2017	2017-09-01	MH842412	Nicaragua	T	4
A/Nicaragua/5275_01_TR2/2016	2016-11-21	MH842428	Nicaragua	T	4
A/Nicaragua/5307_03/2016	2016-10-23	CY257418	Nicaragua	T	4
A/Nicaragua/5325_06/2017	2017-09-17	MH842389	Nicaragua	T	4
A/Nicaragua/5506_06/2017	2017-08-11	CY266831	Nicaragua	T	4
A/Nicaragua/5605_16/2017	2017-09-04	MH842436	Nicaragua	T	4
A/Nicaragua/5660_06/2016	2016-11-15	CY257098	Nicaragua	T	4
A/Nicaragua/5691_13/2017	2017-08-25	MH842444	Nicaragua	T	4
A/Nicaragua/5834_03/2017	2017-08-20	MH842452	Nicaragua	T	4
A/Nicaragua/5935_13/2017	2017-08-07	CY266839	Nicaragua	T	4
A/Nicaragua/5978_06/2016	2016-11-23	CY257298	Nicaragua	T	4
A/Nicaragua/6186_07/2017	2017-09-07	CY266495	Nicaragua	T	4
A/Nicaragua/6245_07/2017	2017-09-06	MH842460	Nicaragua	T	4
A/Nicaragua/6268_15/2017	2017-08-31	MH842468	Nicaragua	T	4
A/Nicaragua/6363_05/2017	2017-08-12	CY266847	Nicaragua	T	4
A/Nicaragua/6487_12/2016	2016-10-22	CY257426	Nicaragua	T	4
A/Nicaragua/6678_06/2016	2016-11-29	CY257314	Nicaragua	T	4
A/Nicaragua/6714_05/2017	2017-08-09	CY266503	Nicaragua	T	4
A/Nicaragua/6796_14/2017	2017-08-17	MH842476	Nicaragua	T	4
A/Nicaragua/6838_08/2016	2016-11-23	CY257282	Nicaragua	T	4
A/Nicaragua/6842_18/2016	2016-11-01	CY257402	Nicaragua	T	4
A/Nicaragua/6850_13/2017	2017-09-02	CY266543	Nicaragua	T	4
A/Nicaragua/6893_05/2016	2016-12-02	CY240747	Nicaragua	T	4
A/Nicaragua/7056_03/2016	2016-10-28	CY257354	Nicaragua	T	4
A/Nicaragua/7302_15/2017	2017-07-12	MH842484	Nicaragua	T	4
A/Nicaragua/7333_07/2017	2017-08-09	MH842492	Nicaragua	T	4
A/Nicaragua/7577_11/2017	2017-08-19	CY266399	Nicaragua	T	4
A/Nicaragua/7598_05/2017	2017-08-22	MH842500	Nicaragua	T	4
A/Nicaragua/7718_04/2016	2016-12-14	CY240739	Nicaragua	T	4
A/Nicaragua/7748_02/2016	2016-11-07	CY257234	Nicaragua	T	4
A/Nicaragua/7803_01/2017	2017-08-15	CY266479	Nicaragua	T	4
A/Nicaragua/7859_01/2017	2017-08-17	CY266751	Nicaragua	T	4
A/Nicaragua/7943_11/2016	2016-11-12	CY257018	Nicaragua	T	4
A/Nicaragua/8031_10/2016	2016-11-29	CY257242	Nicaragua	T	4
A/Nicaragua/8078_07/2017	2017-06-28	CY266471	Nicaragua	T	4
A/Nicaragua/8100_07/2016	2016-11-03	CY257130	Nicaragua	T	4
A/Nicaragua/8156_07/2016	2016-11-06	CY257194	Nicaragua	T	4
A/Nicaragua/8485_06/2017	2017-09-06	MH842524	Nicaragua	T	4
A/Nicaragua/8539_09/2017	2017-07-11	MH842532	Nicaragua	T	4
A/Nicaragua/8540_14/2017	2017-07-30	CY266783	Nicaragua	T	4
A/Nicaragua/8605_19/2016	2016-10-31	CY257106	Nicaragua	T	4
A/Nicaragua/8647_08/2016	2016-11-20	CY257274	Nicaragua	T	4
A/Nicaragua/8712_05/2017	2017-08-28	MH842540	Nicaragua	T	4
A/Nicaragua/8714_08/2017	2017-09-13	CY266823	Nicaragua	T	4
A/Nicaragua/8727_10/2017	2017-07-21	CY266655	Nicaragua	T	4
A/Nicaragua/8733_12/2017	2017-08-19	CY266855	Nicaragua	T	4
A/Nicaragua/8744_07/2016	2016-11-27	CY257306	Nicaragua	T	4
A/Nicaragua/8764_14/2017	2017-08-09	MH842572	Nicaragua	T	4
A/Nicaragua/8765_10/2017	2017-08-17	CY266711	Nicaragua	T	4
A/Nicaragua/8771_02/2016	2016-10-25	CY257322	Nicaragua	T	4
A/Nicaragua/8774_10/2016	2016-12-22	CY240755	Nicaragua	T	4
A/Nicaragua/8876_07/2017	2017-08-08	MH842580	Nicaragua	T	4
A/Nicaragua/8899_11/2017	2017-10-27	MH842588	Nicaragua	T	4
A/Nicaragua/9065_11/2017	2017-07-28	CY266863	Nicaragua	T	4
A/Nicaragua/9073_02/2016	2016-12-14	CY240723	Nicaragua	T	4
A/Nicaragua/9076_10/2017	2017-08-08	CY266463	Nicaragua	T	4
A/Nicaragua/9083_05/2016	2016-11-12	CY257026	Nicaragua	T	4
A/Nicaragua/9094_05/2016	2016-11-02	CY257114	Nicaragua	T	4
A/Nicaragua/9103_06/2017	2017-08-14	MH842596	Nicaragua	T	4
A/Nicaragua/9116_07/2017	2017-08-23	CY266687	Nicaragua	T	4
A/Nicaragua/9146_04/2017	2017-09-21	CY266639	Nicaragua	T	4
A/Nicaragua/9156_03/2016	2016-11-07	CY257218	Nicaragua	T	4
A/Nicaragua/9290_01/2016	2016-10-27	CY257338	Nicaragua	T	4
A/Nicaragua/9379_04/2017	2017-10-14	CY266615	Nicaragua	T	4
A/Nicaragua/9452_07/2017	2017-07-21	CY266703	Nicaragua	T	4
A/Nicaragua/9474_05/2017	2017-08-11	CY266607	Nicaragua	T	4
A/Nicaragua/9503_01/2016	2016-11-07	CY257226	Nicaragua	T	4
A/Nicaragua/9506_04/2017	2017-08-28	CY266415	Nicaragua	T	4
A/Nicaragua/9508_06/2017	2017-10-11	CY266647	Nicaragua	T	4
A/Nicaragua/9530_07/2017	2017-09-29	CY266775	Nicaragua	T	4
A/Nicaragua/9537_03/2017	2017-09-09	CY266567	Nicaragua	T	4
A/Nicaragua/9693_02/2017	2017-06-12	MH842668	Nicaragua	T	4
A/Nicaragua/9707_02/2017	2017-09-21	CY266727	Nicaragua	T	4
A/Nicaragua/9852_01/2017	2017-07-31	MH842684	Nicaragua	T	4
A/Nicaragua/9872_01/2017	2017-09-11	CY266879	Nicaragua	T	4
A/Nicaragua/IIIn_16_0266_01NT/2016	2016-11-03	MK651087	Nicaragua	T	4
A/Ohio/02/2017	2017-01-10	CY216177	USA	N	4
A/Ohio/04/2017	2017-02-01	CY220335	USA	N	4
A/Ohio/05/2017	2017-02-07	CY223710	USA	N	4
A/Ohio/08/2017	2017-02-19	CY231070	USA	N	4
A/Ohio/09/2017	2017-03-13	CY231077	USA	N	4
A/Ohio/10/2017	2017-04-04	CY232356	USA	N	4
A/Ohio/23/2016	2016-05-04	KX918060	USA	N	4
A/Ohio/24/2016	2016-05-08	KX918068	USA	N	4
A/Ohio/30/2016	2016-08-10	KX916868	USA	N	4
A/Ohio/31/2016	2016-08-14	KY003550	USA	N	4
A/Ohio/31/2017	2017-07-25	CY242286	USA	N	4
A/Ohio/32/2017	2017-07-29	CY242302	USA	N	4
A/Ohio/33/2017	2017-07-31	CY242294	USA	N	4
A/Ohio/34/2016	2016-08-17	KX916340	USA	N	4
A/Ohio/36/2017	2017-08-21	CY244681	USA	N	4
A/Ohio/37/2017	2017-08-23	CY244689	USA	N	4
A/Ohio/39/2016	2016-10-22	CY210322	USA	N	4
A/Ohio/40/2016	2016-11-17	CY210759	USA	N	4
A/Ohio/41/2016	2016-11-17	CY210767	USA	N	4
A/Ohio/42/2017	2017-09-19	CY247197	USA	N	4
A/Ohio/44/2017	2017-10-10	CY258108	USA	N	4
A/Ohio/46/2017	2017-10-15	CY258100	USA	N	4
A/Ohio/47/2017	2017-11-03	CY260527	USA	N	4
A/Ohio/48/2017	2017-11-08	CY261232	USA	N	4
A/Ohio/49/2017	2017-11-14	CY261240	USA	N	4
A/Ohio/52/2017	2017-12-12	CY264902	USA	N	4
A/Ohio/5236/2016	2016-03-26	CY208469	USA	N	4
A/Ohio/53/2017	2017-12-14	CY264910	USA	N	4
A/Ohio/6501/2017	2017-12-12	MH294867	USA	N	4
A/Ohio/6503/2017	2017-12-16	MH294869	USA	N	4
A/Ohio/6560/2017	2017-12-26	MH294926	USA	N	4
A/Ohio/6565/2017	2017-12-28	MH294931	USA	N	4
A/Ohio/6573/2018	2018-01-04	MH294939	USA	N	4
A/Ohio/6647/2018	2018-01-11	MH778995	USA	N	4
A/Oklahoma/02/2016	2016-01-14	KX949243	USA	N	4
A/Oklahoma/02/2017	2017-01-02	CY215146	USA	N	4
A/Oklahoma/05/2017	2017-01-23	CY216721	USA	N	4
A/Oklahoma/06/2017	2017-01-25	CY216729	USA	N	4
A/Oklahoma/09/2016	2016-03-29	KX917588	USA	N	4
A/Oklahoma/09/2017	2017-02-08	CY223245	USA	N	4
A/Oklahoma/11/2017	2017-02-22	CY223261	USA	N	4
A/Oklahoma/12/2017	2017-02-23	CY231057	USA	N	4
A/Oklahoma/13/2017	2017-03-02	CY227846	USA	N	4
A/Oklahoma/18/2016	2016-12-02	CY212081	USA	N	4
A/Oklahoma/19/2017	2017-03-13	CY228757	USA	N	4
A/Oklahoma/20/2017	2017-03-14	CY228765	USA	N	4
A/Oklahoma/24/2017	2017-03-30	CY234538	USA	N	4
A/Oklahoma/26/2017	2017-10-06	CY258156	USA	N	4
A/Oklahoma/33/2017	2017-11-20	CY261431	USA	N	4
A/Oklahoma/34/2017	2017-12-03	CY265013	USA	N	4
A/Oklahoma/37/2017	2017-12-13	CY265021	USA	N	4
A/Oklahoma/6576/2018	2018-01-04	MH294942	USA	N	4
A/Oklahoma/6648/2018	2018-01-22	MH778996	USA	N	4
A/Oklahoma/6704/2018	2018-01-22	MH779052	USA	N	4
A/Oklahoma/6705/2018	2018-01-04	MH779053	USA	N	4
A/Oklahoma/6966/2018	2018-02-06	MK381498	USA	N	4
A/Oklahoma/7383/2018	2018-02-15	MK502872	USA	N	4
A/Oklahoma/7385/2018	2018-02-20	MK502888	USA	N	4
A/Ontario/048/2018	2018-01-16	MN538488	Canada	N	4
A/Ontario/049/2018	2018-01-16	MN538490	Canada	N	4
A/Ontario/053/2018	2018-01-17	MN538491	Canada	N	4
A/Ontario/058/2018	2018-01-15	MN538682	Canada	N	4
A/Ontario/060/2018	2018-01-16	MN538486	Canada	N	4
A/Ontario/078/2018	2018-01-22	MN538660	Canada	N	4
A/Ontario/086/2018	2018-01-22	MN538661	Canada	N	4
A/Ontario/088/2018	2018-01-24	MN538716	Canada	N	4
A/Ontario/089/2018	2018-01-24	MN538630	Canada	N	4
A/Ontario/090/2018	2018-01-24	MN538632	Canada	N	4
A/Ontario/091/2018	2018-01-24	MN538584	Canada	N	4
A/Ontario/096/2018	2018-01-29	MN538635	Canada	N	4
A/Ontario/098/2018	2018-01-30	MN538395	Canada	N	4
A/Ontario/099/2018	2018-01-30	MN538681	Canada	N	4
A/Ontario/102/2018	2018-02-01	MN538687	Canada	N	4
A/Ontario/103/2018	2018-01-31	MN538423	Canada	N	4
A/Ontario/104/2018	2018-02-02	MN538654	Canada	N	4
A/Ontario/109/2018	2018-02-05	MN538649	Canada	N	4
A/Ontario/110/2018	2018-02-06	MN538648	Canada	N	4
A/Ontario/112/2018	2018-02-07	MN538415	Canada	N	4
A/Ontario/121/2018	2018-02-12	MN538746	Canada	N	4
A/Ontario/122/2018	2018-02-13	MN538645	Canada	N	4
A/Ontario/129/2018	2018-02-15	MN538655	Canada	N	4
A/Ontario/133/2018	2018-01-30	MN538629	Canada	N	4
A/Ontario/139/2018	2018-02-11	MN538586	Canada	N	4
A/Ontario/140/2018	2018-02-13	MN538703	Canada	N	4
A/Ontario/141/2018	2018-02-14	MN538653	Canada	N	4
A/Ontario/145/2018	2018-01-24	MN538582	Canada	N	4
A/Ontario/150/2018	2018-01-29	MN538714	Canada	N	4
A/Ontario/152/2018	2018-01-31	MN538724	Canada	N	4
A/Ontario/159/2018	2018-02-01	MN538725	Canada	N	4
A/Ontario/160/2018	2018-02-05	MN538583	Canada	N	4
A/Ontario/163/2018	2018-02-06	MN538589	Canada	N	4
A/Ontario/173/2018	2018-01-29	MN538588	Canada	N	4
A/Ontario/174/2018	2018-02-13	MN538412	Canada	N	4
A/Ontario/184/2018	2018-02-21	MN538719	Canada	N	4
A/Ontario/196/2018	2018-02-27	MN538668	Canada	N	4
A/Ontario/204/2018	2018-03-08	MN538662	Canada	N	4
A/Ontario/205/2018	2018-03-08	MN538663	Canada	N	4
A/Ontario/207/2018	2018-03-13	MN538634	Canada	N	4
A/Ontario/211/2018	2018-03-23	MN538679	Canada	N	4
A/Ontario/213/2018	2018-03-29	MN538707	Canada	N	4
A/Ontario/214/2018	2018-02-20	MN538585	Canada	N	4
A/Ontario/215/2018	2018-02-23	MN538680	Canada	N	4
A/Ontario/227/2018	2018-02-22	MN538643	Canada	N	4
A/Ontario/231/2018	2018-03-09	MN538469	Canada	N	4
A/Ontario/234/2018	2018-03-22	MN538708	Canada	N	4
A/Ontario/237/2018	2018-01-24	MN538695	Canada	N	4
A/Ontario/321/2017	2017-12-28	MN538730	Canada	N	4
A/Ontario/322/2017	2017-12-28	MN538747	Canada	N	4
A/Oregon/01/2016	2016-01-08	KX413921	USA	N	4
A/Oregon/01/2017	2017-01-02	CY214754	USA	N	4
A/Oregon/02/2016	2016-01-14	KX414673	USA	N	4
A/Oregon/02/2017	2017-01-02	CY214762	USA	N	4
A/Oregon/04/2016	2016-02-02	KX414681	USA	N	4
A/Oregon/04/2017	2017-01-16	CY216377	USA	N	4
A/Oregon/05/2016	2016-02-16	KX415104	USA	N	4
A/Oregon/05/2017	2017-01-14	CY220231	USA	N	4
A/Oregon/06/2017	2017-01-24	CY220223	USA	N	4
A/Oregon/07/2017	2017-02-06	CY222997	USA	N	4
A/Oregon/08/2017	2017-02-14	CY222989	USA	N	4
A/Oregon/09/2017	2017-01-24	CY224102	USA	N	4
A/Oregon/10/2016	2016-03-15	KX416240	USA	N	4
A/Oregon/10/2017	2017-02-23	CY224094	USA	N	4
A/Oregon/11/2017	2017-03-10	CY230594	USA	N	4
A/Oregon/12/2017	2017-03-14	CY230602	USA	N	4
A/Oregon/13/2017	2017-02-25	CY230850	USA	N	4
A/Oregon/14/2017	2017-02-28	CY230858	USA	N	4
A/Oregon/18/2016	2016-10-18	KY289390	USA	N	4
A/Oregon/20/2016	2016-11-01	CY209280	USA	N	4
A/Oregon/22/2016	2016-11-26	CY211930	USA	N	4
A/Oregon/26/2017	2017-11-21	CY264577	USA	N	4
A/Orel/CRIE-06/2016	2016-11-07	KY288889	Russia	N	4
A/Pennsylvania/01/2017	2017-01-10	CY214346	USA	N	4
A/Pennsylvania/03/2016	2016-01-23	KX412846	USA	N	4
A/Pennsylvania/03/2017	2017-01-10	CY218222	USA	N	4
A/Pennsylvania/05/2017	2017-02-07	CY223774	USA	N	4
A/Pennsylvania/06/2017	2017-02-08	CY222837	USA	N	4
A/Pennsylvania/08/2016	2016-01-08	KX414057	USA	N	4
A/Pennsylvania/100/2016	2016-12-08	CY212738	USA	N	4
A/Pennsylvania/101/2016	2016-12-09	CY212714	USA	N	4
A/Pennsylvania/105/2016	2016-12-17	CY214426	USA	N	4
A/Pennsylvania/106/2016	2016-12-21	CY214434	USA	N	4
A/Pennsylvania/107/2016	2016-12-09	CY218142	USA	N	4
A/Pennsylvania/110/2016	2016-12-12	CY226495	USA	N	4
A/Pennsylvania/111/2016	2016-12-14	CY218150	USA	N	4
A/Pennsylvania/112/2016	2016-12-15	CY226503	USA	N	4
A/Pennsylvania/113/2016	2016-12-15	CY218166	USA	N	4
A/Pennsylvania/117/2016	2016-12-28	CY226519	USA	N	4
A/Pennsylvania/118/2016	2016-12-27	CY216105	USA	N	4
A/Pennsylvania/119/2016	2016-12-30	CY216121	USA	N	4
A/Pennsylvania/15/2017	2017-02-15	CY224054	USA	N	4
A/Pennsylvania/20/2016	2016-02-29	KX415640	USA	N	4
A/Pennsylvania/257/2017	2017-08-08	CY243503	USA	N	4
A/Pennsylvania/259/2017	2017-08-17	CY244649	USA	N	4
A/Pennsylvania/262/2017	2017-08-24	CY244657	USA	N	4
A/Pennsylvania/263/2017	2017-10-01	CY250499	USA	N	4
A/Pennsylvania/267/2017	2017-11-19	CY261280	USA	N	4
A/Pennsylvania/269/2017	2017-12-02	CY264553	USA	N	4
A/Pennsylvania/27/2017	2017-03-06	CY227526	USA	N	4
A/Pennsylvania/270/2017	2017-12-05	CY264561	USA	N	4
A/Pennsylvania/274/2017	2017-12-15	CY264989	USA	N	4
A/Pennsylvania/37/2016	2016-03-18	KX416080	USA	N	4
A/Pennsylvania/40/2016	2016-03-10	KX917196	USA	N	4
A/Pennsylvania/41/2016	2016-03-10	KX416088	USA	N	4
A/Pennsylvania/62/2016	2016-03-31	KX917700	USA	N	4
A/Pennsylvania/65/2016	2016-04-04	KX416728	USA	N	4
A/Pennsylvania/70/2016	2016-05-02	KX918252	USA	N	4
A/Pennsylvania/73/2016	2016-05-04	KX916140	USA	N	4
A/Pennsylvania/86/2016	2016-09-14	KY003413	USA	N	4
A/Pennsylvania/87/2016	2016-09-21	KY116206	USA	N	4
A/Pennsylvania/88/2016	2016-09-27	KY116222	USA	N	4
A/Pennsylvania/89/2016	2016-09-27	KY116230	USA	N	4
A/Pennsylvania/90/2016	2016-10-18	CY210260	USA	N	4
A/Pennsylvania/92/2016	2016-10-29	KY289066	USA	N	4
A/Pennsylvania/93/2016	2016-11-09	CY210353	USA	N	4
A/Pennsylvania/95/2016	2016-11-15	CY210361	USA	N	4
A/Pennsylvania/97/2016	2016-11-11	CY210703	USA	N	4
A/Perth/132/2017	2017-07-25	MN570047	Australia	S	4
A/Perth/138/2017	2017-08-02	MN570063	Australia	S	4
A/Perth/141/2017	2017-08-07	MN570079	Australia	S	4
A/Perth/144/2017	2017-08-03	MN570087	Australia	S	4
A/Perth/158/2017	2017-08-13	MN570103	Australia	S	4
A/Perth/16/2018	2018-03-22	MN570111	Australia	S	4
A/Perth/198/2017	2017-08-26	MN570143	Australia	S	4
A/Perth/201/2017	2017-08-27	MN570159	Australia	S	4
A/Perth/203/2017	2017-08-28	MN570167	Australia	S	4
A/Perth/22/2016	2016-04-15	CY254649	Australia	S	4
A/Perth/315/2017	2017-10-03	MN570175	Australia	S	4
A/Perth/340/2017	2017-11-13	MN570183	Australia	S	4
A/Perth/341/2017	2017-11-13	MN570191	Australia	S	4
A/Perth/348/2017	2017-12-11	MN570207	Australia	S	4
A/Perth/352/2017	2017-12-22	MN570215	Australia	S	4
A/Perth/78/2016	2016-07-24	CY254881	Australia	S	4
A/Perth/78A/2016	2016-07-29	CY255577	Australia	S	4
A/Perth/91/2017	2017-06-26	MN570247	Australia	S	4
A/Perth/97/2017	2017-07-02	MN570255	Australia	S	4
A/Quebec/009/2018	2018-01-07	MN538416	Canada	N	4
A/Quebec/012/2018	2018-01-09	MN538764	Canada	N	4
A/Quebec/022/2018	2018-01-13	MN538706	Canada	N	4
A/Quebec/042/2018	2018-01-17	MN538689	Canada	N	4
A/Quebec/044/2018	2018-01-18	MN538500	Canada	N	4
A/Quebec/055/2018	2018-01-24	MN538760	Canada	N	4
A/Quebec/060/2018	2018-01-25	MN538625	Canada	N	4
A/Quebec/070/2018	2018-01-29	MN538693	Canada	N	4
A/Quebec/071/2018	2018-01-30	MN538407	Canada	N	4
A/Quebec/078/2018	2018-02-01	MN538652	Canada	N	4
A/Quebec/103/2018	2018-02-04	MN538641	Canada	N	4
A/Quebec/111/2018	2018-02-07	MN538717	Canada	N	4
A/Quebec/119/2018	2018-02-08	MN538702	Canada	N	4
A/Quebec/125/2018	2018-02-13	MN538694	Canada	N	4
A/Quebec/127/2018	2018-02-11	MN538762	Canada	N	4
A/Quebec/129/2018	2018-02-10	MN538408	Canada	N	4
A/Quebec/136/2018	2018-02-19	MN538763	Canada	N	4
A/Quebec/139/2018	2018-02-16	MN538720	Canada	N	4
A/Quebec/146/2018	2018-02-18	MN538666	Canada	N	4
A/Quebec/151/2018	2018-02-19	MN538501	Canada	N	4
A/Quebec/153/2018	2018-02-20	MN538688	Canada	N	4
A/Quebec/160/2018	2018-02-21	MN538718	Canada	N	4
A/Quebec/164/2018	2018-02-21	MN538650	Canada	N	4
A/Quebec/188/2018	2018-02-27	MN538736	Canada	N	4
A/Quebec/191/2018	2018-03-02	MN538424	Canada	N	4
A/Quebec/207/2018	2018-03-12	MN538414	Canada	N	4
A/Quebec/211/2018	2018-03-21	MN538425	Canada	N	4
A/Quebec/306/2017	2017-12-18	MN538422	Canada	N	4
A/RobatKarim/21210/2016	2016-01-18	KY328776	Iran	N	4
A/Rochester/U026/2017	2017-01-18	MF782960	USA	N	4
A/Rochester/U033/2017	2017-02-02	MF782898	USA	N	4
A/Rochester/U036/2017	2017-02-08	MF782928	USA	N	4
A/Rochester/U037/2017	2017-02-08	MF782911	USA	N	4
A/Rochester/U040/2017	2017-02-20	MF782894	USA	N	4
A/Rochester/U042/2017	2017-02-28	MF782986	USA	N	4
A/Rochester/U103/2017	2017-01-17	MF782975	USA	N	4
A/Rochester/U105/2017	2017-01-26	MF782893	USA	N	4
A/Rochester/U106/2017	2017-02-03	MF782892	USA	N	4
A/Rochester/U203/2017	2017-02-20	MF783011	USA	N	4
A/Santiago/PUC-MVL_003/2017	2017-01-11	MH347048	Chile	S	4
A/Santiago/PUC-MVL_005/2017	2017-01-17	MH347117	Chile	S	4
A/Santiago/PUC-MVL_012/2017	2017-01-31	MH346686	Chile	S	4
A/Santiago/PUC-MVL_012/2018	2018-02-27	MH347107	Chile	S	4
A/Santiago/PUC-MVL_013/2017	2017-02-22	MH347069	Chile	S	4
A/Santiago/PUC-MVL_022/2018	2018-05-28	MK159851	Chile	S	4
A/Santiago/PUC-MVL_025/2018	2018-06-04	MK159859	Chile	S	4
A/Santiago/PUC-MVL_026/2017	2017-05-02	MH346682	Chile	S	4
A/Santiago/PUC-MVL_038/2017	2017-05-23	MH346999	Chile	S	4
A/Santiago/PUC-MVL_042/2018	2018-06-22	MK159827	Chile	S	4
A/Santiago/PUC-MVL_051/2017	2017-05-30	MH346849	Chile	S	4
A/Santiago/PUC-MVL_058/2017	2017-05-31	MH347113	Chile	S	4
A/Santiago/PUC-MVL_145/2017	2017-06-17	MH347065	Chile	S	4
A/Santiago/PUC-MVL_161/2017	2017-06-20	MH346653	Chile	S	4
A/Santiago/PUC-MVL_188/2017	2017-06-27	MH346609	Chile	S	4
A/Santiago/PUC-MVL_192/2017	2017-06-27	MH347000	Chile	S	4
A/Santiago/RMS_op010d0/2017	2017-06-05	MH346665	Chile	S	4
A/Santiago/RMS_op013d0/2017	2017-06-13	MH346612	Chile	S	4
A/Santiago/RMS_p004d0/2017	2017-03-15	MH347135	Chile	S	4
A/Santiago/op002d0/2017	2017-05-11	MH346769	Chile	S	4
A/Santiago/op004d0/2017	2017-05-22	MH347178	Chile	S	4
A/Santiago/p003d0/2018	2018-06-18	MK159804	Chile	S	4
A/Santiago/p008d0/2017	2017-05-30	MH346842	Chile	S	4
A/Santiago/p010d0/2017	2017-06-01	MH346853	Chile	S	4
A/Santiago/p016d0/2018	2018-07-11	MK159820	Chile	S	4
A/Santiago/p019d0/2017	2017-06-09	MH346948	Chile	S	4
A/Santiago/p022d0/2017	2017-06-13	MH346685	Chile	S	4
A/Santiago/p024d0/2017	2017-06-14	MH346683	Chile	S	4
A/Santiago/p025d0/2017	2017-06-15	MH346570	Chile	S	4
A/Santiago/p027d0/2017	2017-06-19	MH347026	Chile	S	4
A/Santiago/p030d0/2017	2017-06-19	MH346536	Chile	S	4
A/Santiago/p033d0/2017	2017-06-22	MH347203	Chile	S	4
A/Saratov/CRIE-250/2017	2017-01-19	MF736993	Russia	N	4
A/Shahrekord/22596/2016	2016-01-22	KY328777	Iran	N	4
A/Shandong-Fushan/1157/2017	2017-03-07	MF593743	China	N	4
A/Shandong-Fushan/1182/2016	2016-03-16	MF593721	China	N	4
A/Shandong-Fushan/1183/2017	2017-03-14	MF593739	China	N	4
A/Shandong-Fushan/1257/2016	2016-03-22	MF593723	China	N	4
A/Shandong-Fushan/148/2017	2017-01-23	MF593724	China	N	4
