strain	date	accession	country	region	segment_name
A/Kenya/033/2017	2017-07-04	MG431415	Kenya	T	6
A/Kenya/035/2017	2017-07-27	MG431417	Kenya	T	6
A/Kenya/036/2017	2017-07-17	MG815824	Kenya	T	6
A/Khakassia/CRIE-360/2017	2017-06-19	MG856333	Russia	N	6
A/Kostroma/CRIE-143/2016	2016-12-19	MF736979	Russia	N	6
A/Kumamoto/DS7-353/2017	2017-01-13	LC409030	Japan	N	6
A/Linkou/0051/2016	2016-01-11	KY950090	Taiwan	N	6
A/Linkou/0061/2016	2016-01-18	KY487683	Taiwan	N	6
A/Linkou/0081/2016	2016-01-26	KY487074	Taiwan	N	6
A/Linkou/0153/2016	2016-11-10	KY950198	Taiwan	N	6
A/Linkou/0164/2016	2016-11-25	KY949759	Taiwan	N	6
A/Linkou/0168/2016	2016-12-01	KY949911	Taiwan	N	6
A/Linkou/0175/2016	2016-12-12	KY950057	Taiwan	N	6
A/Linkou/0181/2016	2016-12-21	KY949824	Taiwan	N	6
A/Linkou/0185/2016	2016-12-24	KY949957	Taiwan	N	6
A/Linkou/0186/2016	2016-12-26	KY949987	Taiwan	N	6
A/Linkou/0187/2016	2016-12-27	KY949882	Taiwan	N	6
A/Linkou/0192/2017	2017-01-03	KY950132	Taiwan	N	6
A/Linkou/0194/2017	2017-01-04	KY949799	Taiwan	N	6
A/Linkou/0206/2017	2017-01-17	MH637455	Taiwan	N	6
A/Linkou/0266/2017	2017-03-16	MH637682	Taiwan	N	6
A/Linkou/0302/2017	2017-06-20	MH637690	Taiwan	N	6
A/Linkou/0304/2017	2017-06-21	MH637782	Taiwan	N	6
A/Linkou/0335/2017	2017-07-18	MH637756	Taiwan	N	6
A/Linkou/0347/2017	2017-08-15	MH637563	Taiwan	N	6
A/Louisiana/02/2017	2017-01-10	CY216203	USA	N	6
A/Louisiana/04/2016	2016-02-17	KX415490	USA	N	6
A/Louisiana/04/2017	2017-01-24	CY220537	USA	N	6
A/Louisiana/05/2017	2017-01-30	CY220545	USA	N	6
A/Louisiana/09/2017	2017-02-15	CY221840	USA	N	6
A/Louisiana/12/2016	2016-03-29	KX416794	USA	N	6
A/Louisiana/13/2017	2017-02-22	CY224072	USA	N	6
A/Louisiana/15/2017	2017-03-16	CY227880	USA	N	6
A/Louisiana/17/2017	2017-03-05	CY227688	USA	N	6
A/Louisiana/19/2017	2017-03-08	CY227680	USA	N	6
A/Louisiana/21/2016	2016-04-14	KX918262	USA	N	6
A/Louisiana/22/2017	2017-03-19	CY230756	USA	N	6
A/Louisiana/24/2016	2016-10-25	CY210173	USA	N	6
A/Louisiana/25/2016	2016-11-02	CY210181	USA	N	6
A/Louisiana/25/2017	2017-04-11	CY230772	USA	N	6
A/Louisiana/26/2016	2016-11-14	CY211476	USA	N	6
A/Louisiana/27/2016	2016-11-15	CY210189	USA	N	6
A/Louisiana/30/2016	2016-11-23	CY211492	USA	N	6
A/Louisiana/31/2016	2016-11-26	CY211484	USA	N	6
A/Louisiana/32/2016	2016-12-06	CY213068	USA	N	6
A/Louisiana/33/2016	2016-12-15	CY213076	USA	N	6
A/Louisiana/35/2017	2017-05-13	CY235418	USA	N	6
A/Louisiana/36/2017	2017-05-13	CY235426	USA	N	6
A/Louisiana/37/2017	2017-05-13	CY239667	USA	N	6
A/Louisiana/38/2017	2017-05-14	CY235434	USA	N	6
A/Louisiana/39/2017	2017-05-16	CY238797	USA	N	6
A/Louisiana/41/2017	2017-04-26	CY234804	USA	N	6
A/Louisiana/42/2017	2017-05-02	CY234796	USA	N	6
A/Louisiana/46/2017	2017-05-31	CY235954	USA	N	6
A/Louisiana/48/2017	2017-08-21	CY244739	USA	N	6
A/Louisiana/51/2017	2017-07-09	CY247176	USA	N	6
A/Louisiana/52/2017	2017-07-25	CY247168	USA	N	6
A/Louisiana/53/2017	2017-10-04	CY250109	USA	N	6
A/Louisiana/55/2017	2017-10-18	CY250645	USA	N	6
A/MUWRP-Uganda/579/2016	2016-08-31	MN250873	Uganda	T	6
A/MUWRP-Uganda/580/2016	2016-08-31	MN251754	Uganda	T	6
A/MUWRP-Uganda/705/2017	2017-06-08	MN251759	Uganda	T	6
A/MUWRP-Uganda/706/2017	2017-06-08	MN250867	Uganda	T	6
A/MUWRP-Uganda/707/2017	2017-06-08	MN250843	Uganda	T	6
A/MUWRP-Uganda/708/2017	2017-07-03	MN250858	Uganda	T	6
A/MUWRP-Uganda/709/2017	2017-07-03	MN250823	Uganda	T	6
A/Maine/03/2016	2016-02-13	KX413072	USA	N	6
A/Maine/03/2017	2017-01-20	CY216323	USA	N	6
A/Maine/04/2016	2016-02-16	KX413080	USA	N	6
A/Maine/04/2017	2017-01-22	CY216315	USA	N	6
A/Maine/05/2017	2017-01-22	CY216339	USA	N	6
A/Maine/07/2017	2017-01-23	CY216331	USA	N	6
A/Maine/10/2017	2017-02-14	CY223856	USA	N	6
A/Maine/13/2017	2017-03-09	CY231093	USA	N	6
A/Maine/14/2017	2017-03-13	CY227536	USA	N	6
A/Maine/15/2017	2017-03-16	CY227544	USA	N	6
A/Maine/16/2017	2017-03-29	CY228655	USA	N	6
A/Maine/18/2017	2017-04-13	CY234446	USA	N	6
A/Maine/21/2016	2016-09-12	KY003438	USA	N	6
A/Maine/24/2016	2016-12-08	CY212043	USA	N	6
A/Maryland/03/2017	2017-01-06	CY214844	USA	N	6
A/Maryland/04/2017	2017-01-10	CY216643	USA	N	6
A/Maryland/05/2016	2016-02-05	KX414906	USA	N	6
A/Maryland/11/2016	2016-02-24	KX416330	USA	N	6
A/Maryland/14/2017	2017-02-16	CY224024	USA	N	6
A/Maryland/15/2017	2017-02-16	CY227136	USA	N	6
A/Maryland/21/2016	2016-11-17	CY210482	USA	N	6
A/Maryland/24/2016	2016-11-29	CY210729	USA	N	6
A/Maryland/25/2016	2016-10-21	CY212396	USA	N	6
A/Maryland/25/2017	2017-02-27	CY228375	USA	N	6
A/Maryland/26/2016	2016-11-28	CY212412	USA	N	6
A/Maryland/26/2017	2017-03-09	CY231120	USA	N	6
A/Maryland/27/2016	2016-12-02	CY212404	USA	N	6
A/Maryland/28/2017	2017-03-11	CY228383	USA	N	6
A/Maryland/30/2016	2016-12-12	CY214476	USA	N	6
A/Maryland/30/2017	2017-03-11	CY232305	USA	N	6
A/Maryland/31/2016	2016-12-19	CY214484	USA	N	6
A/Maryland/33/2017	2017-04-15	CY235530	USA	N	6
A/Maryland/34/2017	2017-04-24	CY234652	USA	N	6
A/Maryland/35/2017	2017-04-26	CY234660	USA	N	6
A/Maryland/36/2017	2017-04-29	CY234876	USA	N	6
A/Maryland/37/2017	2017-05-11	CY235986	USA	N	6
A/Maryland/40/2017	2017-08-17	CY244571	USA	N	6
A/Maryland/41/2017	2017-08-28	CY245112	USA	N	6
A/Maryland/47/2017	2017-09-11	CY246984	USA	N	6
A/Maryland/53/2017	2017-09-28	CY249837	USA	N	6
A/Maryland/82/2017	2017-10-09	CY257767	USA	N	6
A/Maryland/83/2017	2017-10-09	CY255879	USA	N	6
A/Maryland/84/2017	2017-10-08	CY257967	USA	N	6
A/Maryland/89/2017	2017-11-03	CY260521	USA	N	6
A/Maryland/90/2017	2017-11-12	CY260955	USA	N	6
A/Maryland/91/2017	2017-11-17	CY260963	USA	N	6
A/Massachusetts/01/2017	2017-01-04	CY215004	USA	N	6
A/Massachusetts/02/2017	2017-01-07	CY215012	USA	N	6
A/Massachusetts/03/2017	2017-01-27	CY216715	USA	N	6
A/Massachusetts/04/2017	2017-02-01	CY222823	USA	N	6
A/Massachusetts/05/2017	2017-02-01	CY222831	USA	N	6
A/Massachusetts/07/2017	2017-02-20	CY227176	USA	N	6
A/Massachusetts/08/2017	2017-02-24	CY227168	USA	N	6
A/Massachusetts/09/2017	2017-03-09	CY231134	USA	N	6
A/Massachusetts/10/2017	2017-03-09	CY228471	USA	N	6
A/Massachusetts/11/2017	2017-03-30	CY232366	USA	N	6
A/Massachusetts/13/2017	2017-04-17	CY234500	USA	N	6
A/Massachusetts/14/2017	2017-07-13	CY244563	USA	N	6
A/Massachusetts/19/2017	2017-11-15	CY261059	USA	N	6
A/Massachusetts/28/2016	2016-03-28	KX416562	USA	N	6
A/Massachusetts/36/2016	2016-10-04	KY116560	USA	N	6
A/Massachusetts/37/2016	2016-10-13	KY116568	USA	N	6
A/Massachusetts/38/2016	2016-10-22	CY210270	USA	N	6
A/Massachusetts/39/2016	2016-10-30	CY210277	USA	N	6
A/Massachusetts/40/2016	2016-11-18	CY211789	USA	N	6
A/Massachusetts/41/2016	2016-11-29	CY210793	USA	N	6
A/Massachusetts/42/2016	2016-12-07	CY212420	USA	N	6
A/Massachusetts/43/2016	2016-12-16	CY212428	USA	N	6
A/Mexico/SAR30007N/2017	2017-11-13	MH701686	Mexico	N	6
A/Mexico/SAR30012N/2017	2017-11-17	MH701694	Mexico	N	6
A/Michigan/01/2017	2017-01-03	CY218032	USA	N	6
A/Michigan/02/2017	2017-01-03	CY218040	USA	N	6
A/Michigan/03/2017	2017-01-03	CY218048	USA	N	6
A/Michigan/04/2017	2017-01-04	CY218056	USA	N	6
A/Michigan/05/2017	2017-01-04	CY218064	USA	N	6
A/Michigan/08/2017	2017-01-11	CY226745	USA	N	6
A/Michigan/10/2017	2017-01-16	CY226729	USA	N	6
A/Michigan/100/2016	2016-08-31	KY115880	USA	N	6
A/Michigan/104/2016	2016-09-17	KY115904	USA	N	6
A/Michigan/106/2016	2016-09-28	KY116528	USA	N	6
A/Michigan/108/2016	2016-10-23	CY210239	USA	N	6
A/Michigan/11/2017	2017-01-19	CY226761	USA	N	6
A/Michigan/110/2016	2016-11-06	CY209226	USA	N	6
A/Michigan/111/2016	2016-11-04	CY210514	USA	N	6
A/Michigan/113/2016	2016-11-17	CY211500	USA	N	6
A/Michigan/116/2016	2016-12-12	CY217908	USA	N	6
A/Michigan/12/2017	2017-01-23	CY226737	USA	N	6
A/Michigan/120/2016	2016-12-25	CY213316	USA	N	6
A/Michigan/121/2016	2016-12-27	CY218025	USA	N	6
A/Michigan/124/2016	2016-12-23	CY215132	USA	N	6
A/Michigan/13/2017	2017-01-23	CY226769	USA	N	6
A/Michigan/14/2017	2017-01-03	CY226705	USA	N	6
A/Michigan/16/2017	2017-01-27	CY226673	USA	N	6
A/Michigan/18/2017	2017-02-07	CY226697	USA	N	6
A/Michigan/19/2017	2017-01-11	CY220153	USA	N	6
A/Michigan/20/2017	2017-01-15	CY220161	USA	N	6
A/Michigan/22/2017	2017-02-08	CY220745	USA	N	6
A/Michigan/24/2016	2016-02-01	KX414571	USA	N	6
A/Michigan/26/2017	2017-02-18	CY230023	USA	N	6
A/Michigan/262/2017	2017-05-22	CY238933	USA	N	6
A/Michigan/263/2017	2017-05-24	CY242168	USA	N	6
A/Michigan/264/2017	2017-06-09	CY238949	USA	N	6
A/Michigan/267/2017	2017-06-17	CY239986	USA	N	6
A/Michigan/268/2017	2017-06-19	CY239994	USA	N	6
A/Michigan/271/2017	2017-07-08	CY240026	USA	N	6
A/Michigan/273/2017	2017-07-20	CY244499	USA	N	6
A/Michigan/274/2017	2017-07-20	CY243457	USA	N	6
A/Michigan/275/2017	2017-07-20	CY242280	USA	N	6
A/Michigan/276/2017	2017-08-11	CY244723	USA	N	6
A/Michigan/278/2017	2017-08-15	CY244731	USA	N	6
A/Michigan/28/2017	2017-02-26	CY230103	USA	N	6
A/Michigan/282/2017	2017-08-29	CY245240	USA	N	6
A/Michigan/283/2017	2017-08-30	CY245232	USA	N	6
A/Michigan/285/2017	2017-09-11	CY245320	USA	N	6
A/Michigan/287/2017	2017-09-12	CY245336	USA	N	6
A/Michigan/29/2016	2016-02-05	KX414771	USA	N	6
A/Michigan/292/2017	2017-09-25	CY250005	USA	N	6
A/Michigan/296/2017	2017-10-01	CY257983	USA	N	6
A/Michigan/298/2017	2017-10-13	CY257991	USA	N	6
A/Michigan/299/2017	2017-11-03	CY260044	USA	N	6
A/Michigan/300/2017	2017-11-05	CY260052	USA	N	6
A/Michigan/31/2016	2016-02-23	KX412952	USA	N	6
A/Michigan/31/2017	2017-03-07	CY230071	USA	N	6
A/Michigan/32/2017	2017-03-09	CY230119	USA	N	6
A/Michigan/33/2017	2017-03-13	CY230007	USA	N	6
A/Michigan/34/2017	2017-02-18	CY227736	USA	N	6
A/Michigan/37/2017	2017-02-22	CY227872	USA	N	6
A/Michigan/42/2017	2017-03-13	CY233371	USA	N	6
A/Michigan/43/2017	2017-03-13	CY233418	USA	N	6
A/Michigan/44/2016	2016-02-17	KX415538	USA	N	6
A/Michigan/44/2017	2017-03-22	CY233386	USA	N	6
A/Michigan/45/2017	2017-03-22	CY233434	USA	N	6
A/Michigan/46/2017	2017-03-27	CY233450	USA	N	6
A/Michigan/47/2016	2016-03-07	KX415546	USA	N	6
A/Michigan/48/2017	2017-04-03	CY233410	USA	N	6
A/Michigan/49/2017	2017-04-03	CY238724	USA	N	6
A/Michigan/50/2017	2017-03-23	CY228927	USA	N	6
A/Michigan/51/2016	2016-03-15	KY044149	USA	N	6
A/Michigan/51/2017	2017-03-30	CY228935	USA	N	6
A/Michigan/52/2017	2017-04-06	CY232604	USA	N	6
A/Michigan/53/2017	2017-04-16	CY232612	USA	N	6
A/Michigan/54/2017	2017-04-10	CY238595	USA	N	6
A/Michigan/55/2017	2017-04-11	CY238587	USA	N	6
A/Michigan/56/2017	2017-04-11	CY238603	USA	N	6
A/Michigan/57/2017	2017-04-17	CY234700	USA	N	6
A/Michigan/58/2017	2017-05-01	CY234708	USA	N	6
A/Michigan/59/2016	2016-02-22	KX416162	USA	N	6
A/Michigan/65/2016	2016-03-04	KX416378	USA	N	6
A/Michigan/66/2016	2016-03-15	KX416762	USA	N	6
A/Michigan/70/2016	2016-04-04	KX416770	USA	N	6
A/Michigan/78/2016	2016-05-21	KY115960	USA	N	6
A/Michigan/81/2016	2016-07-12	KY003541	USA	N	6
A/Michigan/97/2016	2016-08-17	KX916910	USA	N	6
A/Michigan/98/2016	2016-08-21	KX916918	USA	N	6
A/Minnesota/03/2017	2017-01-09	CY214860	USA	N	6
A/Minnesota/07/2017	2017-01-24	CY216699	USA	N	6
A/Minnesota/08/2017	2017-01-27	CY220657	USA	N	6
A/Minnesota/09/2016	2016-01-20	KX414243	USA	N	6
A/Minnesota/13/2016	2016-02-10	KX415066	USA	N	6
A/Minnesota/16/2017	2017-03-04	CY225256	USA	N	6
A/Minnesota/17/2017	2017-03-05	CY225248	USA	N	6
A/Minnesota/20/2017	2017-03-15	CY227816	USA	N	6
A/Minnesota/23/2017	2017-03-28	CY228903	USA	N	6
A/Minnesota/28/2017	2017-04-24	CY234692	USA	N	6
A/Minnesota/31/2017	2017-05-13	CY235818	USA	N	6
A/Minnesota/32/2017	2017-05-12	CY235970	USA	N	6
A/Minnesota/36/2017	2017-09-27	CY250061	USA	N	6
A/Minnesota/37/2017	2017-09-28	CY250069	USA	N	6
A/Minnesota/39/2017	2017-10-31	CY258326	USA	N	6
A/Minnesota/40/2017	2017-11-05	CY260765	USA	N	6
A/Minnesota/42/2017	2017-11-19	CY261585	USA	N	6
A/Minnesota/43/2017	2017-11-27	CY261593	USA	N	6
A/Minnesota/59/2016	2016-04-24	KX417002	USA	N	6
A/Minnesota/65/2016	2016-04-15	KX917486	USA	N	6
A/Minnesota/69/2016	2016-04-11	KX917854	USA	N	6
A/Minnesota/71/2016	2016-06-23	KX916470	USA	N	6
A/Minnesota/73/2016	2016-10-04	KY116352	USA	N	6
A/Minnesota/74/2016	2016-10-05	KY116648	USA	N	6
A/Minnesota/75/2016	2016-10-10	KY116656	USA	N	6
A/Minnesota/79/2016	2016-11-12	CY209370	USA	N	6
A/Minnesota/82/2016	2016-12-07	CY212380	USA	N	6
A/Minnesota/84/2016	2016-12-17	CY218991	USA	N	6
A/Minnesota/85/2016	2016-12-19	CY213132	USA	N	6
A/Mississippi/01/2017	2017-01-11	CY215172	USA	N	6
A/Mississippi/02/2016	2016-02-04	KX413088	USA	N	6
A/Mississippi/02/2017	2017-01-12	CY215164	USA	N	6
A/Mississippi/03/2017	2017-01-25	CY216779	USA	N	6
A/Mississippi/08/2017	2017-02-23	CY222919	USA	N	6
A/Mississippi/10/2017	2017-03-13	CY231101	USA	N	6
A/Mississippi/11/2016	2016-03-05	KX415874	USA	N	6
A/Mississippi/13/2017	2017-03-23	CY228543	USA	N	6
A/Mississippi/14/2016	2016-05-18	KX918374	USA	N	6
A/Mississippi/15/2017	2017-04-17	CY234668	USA	N	6
A/Mississippi/16/2016	2016-04-18	KX917438	USA	N	6
A/Mississippi/16/2017	2017-04-21	CY234676	USA	N	6
A/Mississippi/17/2016	2016-11-23	CY211718	USA	N	6
A/Mississippi/17/2017	2017-08-23	CY244763	USA	N	6
A/Mississippi/18/2016	2016-11-29	CY211725	USA	N	6
A/Mississippi/18/2017	2017-08-25	CY244769	USA	N	6
A/Mississippi/19/2016	2016-12-06	CY213268	USA	N	6
A/Mississippi/20/2016	2016-12-13	CY213276	USA	N	6
A/Mississippi/20/2017	2017-09-03	CY245288	USA	N	6
A/Mississippi/21/2017	2017-09-03	CY245296	USA	N	6
A/Mississippi/31/2017	2017-11-08	CY260084	USA	N	6
A/Mississippi/32/2017	2017-11-10	CY261513	USA	N	6
A/Mississippi/34/2017	2017-11-27	CY261521	USA	N	6
A/Mississippi/7372/2018	2018-02-15	MK502754	USA	N	6
A/Missouri/02/2016	2016-01-26	KX412904	USA	N	6
A/Missouri/05/2017	2017-01-26	CY220761	USA	N	6
A/Missouri/06/2017	2017-01-27	CY220769	USA	N	6
A/Missouri/10/2016	2016-03-23	KX416386	USA	N	6
A/Missouri/13/2016	2016-04-27	KX417034	USA	N	6
A/Missouri/18/2016	2016-07-11	KY003540	USA	N	6
A/Missouri/19/2016	2016-11-21	CY210633	USA	N	6
A/Missouri/20/2016	2016-12-11	CY212764	USA	N	6
A/Missouri/24/2016	2016-01-18	CY243425	USA	N	6
A/Missouri/28/2017	2017-08-14	CY243760	USA	N	6
A/Missouri/29/2017	2017-09-24	CY250013	USA	N	6
A/Missouri/31/2017	2017-10-19	CY250677	USA	N	6
A/Missouri/32/2017	2017-10-24	CY250685	USA	N	6
A/Missouri/33/2017	2017-10-30	CY260803	USA	N	6
A/Missouri/34/2017	2017-11-05	CY260811	USA	N	6
A/Missouri/35/2017	2017-11-01	CY260875	USA	N	6
A/Missouri/36/2017	2017-11-02	CY260867	USA	N	6
A/Missouri/37/2017	2017-11-08	CY260891	USA	N	6
A/Missouri/37100/2018	2018-01-17	MH701710	USA	N	6
A/Missouri/39/2017	2017-11-11	CY260883	USA	N	6
A/Missouri/43/2017	2017-11-25	CY261609	USA	N	6
A/Missouri/46/2017	2017-12-06	CY264824	USA	N	6
A/Montana/01/2017	2017-01-01	CY215068	USA	N	6
A/Montana/05/2017	2017-01-23	CY219196	USA	N	6
A/Montana/06/2017	2017-01-26	CY220649	USA	N	6
A/Montana/07/2017	2017-01-29	CY220641	USA	N	6
A/Montana/09/2016	2016-01-12	KX414299	USA	N	6
A/Montana/09/2017	2017-02-11	CY222959	USA	N	6
A/Montana/10/2017	2017-02-26	CY224128	USA	N	6
A/Montana/12/2017	2017-03-05	CY227920	USA	N	6
A/Montana/14/2016	2016-02-02	KX414739	USA	N	6
A/Montana/18/2017	2017-09-22	CY250101	USA	N	6
A/Montana/19/2017	2017-09-23	CY250093	USA	N	6
A/Montana/21/2017	2017-10-10	CY256007	USA	N	6
A/Montana/22/2017	2017-10-11	CY260342	USA	N	6
A/Montana/24/2017	2017-10-17	CY255983	USA	N	6
A/Montana/25/2016	2016-02-29	KX415370	USA	N	6
A/Montana/28/2017	2017-10-23	CY258422	USA	N	6
A/Montana/37/2017	2017-11-25	CY261561	USA	N	6
A/Montana/41/2017	2017-12-07	CY264872	USA	N	6
A/Montana/42/2017	2017-12-11	CY264880	USA	N	6
A/Montana/43/2016	2016-04-08	KX917686	USA	N	6
A/Montana/43/2017	2017-12-14	CY264888	USA	N	6
A/Montana/53/2016	2016-10-21	KY289363	USA	N	6
A/Montana/56/2016	2016-10-27	CY209378	USA	N	6
A/Montana/58/2016	2016-11-05	CY209386	USA	N	6
A/Montana/62/2016	2016-11-22	CY211812	USA	N	6
A/Montana/66/2016	2016-12-09	CY212932	USA	N	6
A/Montana/67/2016	2016-12-09	CY212940	USA	N	6
A/Montana/68/2016	2016-12-20	CY214196	USA	N	6
A/Montana/70/2016	2016-12-29	CY215060	USA	N	6
A/Montana/72/2016	2016-02-07	CY222967	USA	N	6
A/Moscow/CRIE-07/2016	2016-11-08	KY288893	Russia	N	6
A/Moscow/CRIE-08/2016	2016-11-02	KY288896	Russia	N	6
A/Moscow/CRIE-09/2016	2016-11-02	KY288899	Russia	N	6
A/Moscow/CRIE-10/2016	2016-11-11	KY288901	Russia	N	6
A/Moscow/CRIE-155/2016	2016-12-28	MG856300	Russia	N	6
A/Moscow/CRIE-226/2017	2017-01-31	MF736990	Russia	N	6
A/Nebraska/02/2017	2017-01-10	CY216411	USA	N	6
A/Nebraska/03/2017	2017-01-19	CY221904	USA	N	6
A/Nebraska/04/2017	2017-02-02	CY221896	USA	N	6
A/Nebraska/06/2017	2017-02-27	CY223319	USA	N	6
A/Nebraska/07/2017	2017-07-31	CY243465	USA	N	6
A/Nebraska/10/2017	2017-09-17	CY247064	USA	N	6
A/Nebraska/11/2016	2016-02-13	KX415034	USA	N	6
A/Nebraska/13/2017	2017-10-11	CY258134	USA	N	6
A/Nebraska/15/2017	2017-11-19	CY261497	USA	N	6
A/Nebraska/16/2017	2017-11-23	CY261505	USA	N	6
A/Nebraska/20/2016	2016-06-27	KX916478	USA	N	6
A/Nebraska/21/2016	2016-08-11	KX916894	USA	N	6
A/Nebraska/23/2016	2016-09-06	KY115928	USA	N	6
A/Nebraska/27/2016	2016-12-13	CY212756	USA	N	6
A/Nevada/01/2016	2016-01-03	KX412728	USA	N	6
A/Nevada/02/2017	2017-01-01	CY216099	USA	N	6
A/Nevada/03/2016	2016-01-08	KX412824	USA	N	6
A/Nevada/05/2017	2017-01-17	CY219278	USA	N	6
A/Nevada/06/2017	2017-02-06	CY222039	USA	N	6
A/Nevada/07/2017	2017-02-08	CY222047	USA	N	6
A/Nevada/08/2017	2017-03-02	CY228463	USA	N	6
A/Nevada/09/2017	2017-03-06	CY230620	USA	N	6
A/Nevada/10/2017	2017-03-22	CY235538	USA	N	6
A/Nevada/11/2017	2017-03-25	CY235554	USA	N	6
A/Nevada/14/2017	2017-10-03	CY255831	USA	N	6
A/Nevada/15/2017	2017-10-06	CY255839	USA	N	6
A/Nevada/18/2017	2017-10-14	CY258222	USA	N	6
A/Nevada/20/2016	2016-03-10	KX917182	USA	N	6
A/Nevada/21/2017	2017-11-02	CY260648	USA	N	6
A/Nevada/22/2016	2016-03-04	KX417056	USA	N	6
A/Nevada/23/2017	2017-11-04	CY260656	USA	N	6
A/Nevada/24/2016	2016-02-28	KX415618	USA	N	6
A/Nevada/30/2016	2016-04-03	KX416698	USA	N	6
A/Nevada/33/2017	2017-12-22	CY265215	USA	N	6
A/Nevada/34/2016	2016-04-20	KX917566	USA	N	6
A/Nevada/37/2016	2016-07-29	KY115968	USA	N	6
A/Nevada/39/2016	2016-10-12	KY289621	USA	N	6
A/Nevada/41/2016	2016-10-17	KY289625	USA	N	6
A/Nevada/44/2016	2016-11-01	CY209258	USA	N	6
A/Nevada/46/2016	2016-11-08	CY209274	USA	N	6
A/Nevada/50/2016	2016-11-29	CY212596	USA	N	6
A/Nevada/51/2016	2016-11-29	CY212604	USA	N	6
A/Nevada/52/2016	2016-12-05	CY212620	USA	N	6
A/Nevada/53/2016	2016-12-06	CY212612	USA	N	6
A/Nevada/54/2016	2016-12-08	CY212628	USA	N	6
A/Nevada/56/2016	2016-12-08	CY215092	USA	N	6
A/Newcastle/1000/2016	2016-05-18	CY254363	Australia	S	6
A/Newcastle/102/2016	2016-08-05	CY254779	Australia	S	6
A/Newcastle/108/2017	2017-08-12	MN569257	Australia	S	6
A/Newcastle/118/2017	2017-08-10	MN569289	Australia	S	6
A/Newcastle/120/2017	2017-08-10	MN569313	Australia	S	6
A/Newcastle/134/2016	2016-08-23	CY255003	Australia	S	6
A/Newcastle/138/2017	2017-08-02	MN569329	Australia	S	6
A/Newcastle/14/2018	2018-02-22	MN569345	Australia	S	6
A/Newcastle/142/2017	2017-07-30	MN569353	Australia	S	6
A/Newcastle/144/2017	2017-07-29	MN569369	Australia	S	6
A/Newcastle/148/2017	2017-07-26	MN569377	Australia	S	6
A/Newcastle/154/2017	2017-08-21	MN569433	Australia	S	6
A/Newcastle/159/2017	2017-08-19	MN569465	Australia	S	6
A/Newcastle/161/2017	2017-08-06	MN569489	Australia	S	6
A/Newcastle/163/2017	2017-08-04	MN569505	Australia	S	6
A/Newcastle/165/2017	2017-08-03	MN569521	Australia	S	6
A/Newcastle/167/2017	2017-08-03	MN569537	Australia	S	6
A/Newcastle/17/2017	2017-02-12	MN569553	Australia	S	6
A/Newcastle/170/2017	2017-08-06	MN569569	Australia	S	6
A/Newcastle/179/2017	2017-08-13	MN569609	Australia	S	6
A/Newcastle/180/2017	2017-08-14	MN569617	Australia	S	6
A/Newcastle/184/2017	2017-08-15	MN569633	Australia	S	6
A/Newcastle/185/2017	2017-08-15	MN569641	Australia	S	6
A/Newcastle/186/2017	2017-08-15	MN569649	Australia	S	6
A/Newcastle/187/2016	2016-09-10	CY255171	Australia	S	6
A/Newcastle/189/2017	2017-08-16	MN569665	Australia	S	6
A/Newcastle/190/2016	2016-09-16	CY255179	Australia	S	6
A/Newcastle/191/2017	2017-08-18	MN569681	Australia	S	6
A/Newcastle/193/2017	2017-08-17	MN569689	Australia	S	6
A/Newcastle/195/2017	2017-08-21	MN569697	Australia	S	6
A/Newcastle/198/2017	2017-08-20	MN569713	Australia	S	6
A/Newcastle/201/2016	2016-10-10	CY255259	Australia	S	6
A/Newcastle/30/2016	2016-03-29	CY254323	Australia	S	6
A/Newcastle/58/2016	2016-07-10	CY254499	Australia	S	6
A/Newcastle/600/2017	2017-08-15	MN569841	Australia	S	6
A/Newcastle/608/2017	2017-08-09	MN569881	Australia	S	6
A/Newcastle/610/2017	2017-08-13	MN569897	Australia	S	6
A/Newcastle/64/2016	2016-07-07	CY254507	Australia	S	6
A/Newcastle/68/2016	2016-07-30	CY254675	Australia	S	6
A/Newcastle/78/2016	2016-07-25	CY254659	Australia	S	6
A/Newcastle/91/2016	2016-08-04	CY254843	Australia	S	6
A/Nicaragua/2010_03/2017	2017-08-07	CY266433	Nicaragua	T	6
A/Nicaragua/4714_06/2016	2016-11-13	CY257052	Nicaragua	T	6
A/Nicaragua/4718_11/2017	2017-08-01	MH842406	Nicaragua	T	6
A/Nicaragua/4769_05/2017	2017-07-17	CY266369	Nicaragua	T	6
A/Nicaragua/4992_03/2017	2017-09-01	MH842414	Nicaragua	T	6
A/Nicaragua/5270_04/2016	2016-10-28	CY257348	Nicaragua	T	6
A/Nicaragua/5275_01_TR2/2016	2016-11-21	MH842430	Nicaragua	T	6
A/Nicaragua/5307_03/2016	2016-10-23	CY257420	Nicaragua	T	6
A/Nicaragua/5325_06/2017	2017-09-17	MH842391	Nicaragua	T	6
A/Nicaragua/5605_16/2017	2017-09-04	MH842438	Nicaragua	T	6
A/Nicaragua/5660_06/2016	2016-11-15	CY257100	Nicaragua	T	6
A/Nicaragua/5834_03/2017	2017-08-20	MH842454	Nicaragua	T	6
A/Nicaragua/5893_05/2016	2016-11-12	CY256980	Nicaragua	T	6
A/Nicaragua/5978_06/2016	2016-11-23	CY257300	Nicaragua	T	6
A/Nicaragua/6006_09/2016	2016-10-31	CY257388	Nicaragua	T	6
