,distance,clade_status,embedding,scaled_distance
0,0.16339441975664418,1,t-sne,-1.5893391712438432
1,0.023797914472701184,1,t-sne,-1.597699963817846
2,0.027284733501538913,1,t-sne,-1.597491129287326
3,12.256783138339982,0,t-sne,-0.8650351180213178
4,12.463402351974011,0,t-sne,-0.8526601636233987
5,12.533161174312658,0,t-sne,-0.8484821289183478
6,12.263877804037076,0,t-sne,-0.8646102003046842
7,13.45017636454319,0,t-sne,-0.7935597382959445
8,12.141311978041593,0,t-sne,-0.8719509818358921
9,12.036531816770777,0,t-sne,-0.8782265343110343
10,8.875232478032464,0,t-sne,-1.0675648560817808
11,8.212456108576692,0,t-sne,-1.1072602319559768
12,16.29916658287165,0,t-sne,-0.6229264103887969
13,16.299126292278775,0,t-sne,-0.6229288234956939
14,16.485133020205414,0,t-sne,-0.6117884037093938
15,11.500186348684844,0,t-sne,-0.9103496393812632
16,11.852490130906851,0,t-sne,-0.8892492626905751
17,12.770675454643788,0,t-sne,-0.8342567897726942
18,14.88609972217233,0,t-sne,-0.7075586072441082
19,12.36342735104479,0,t-sne,-0.8586479227270724
20,13.266912444166548,0,t-sne,-0.8045358843065559
21,10.861307402715957,0,t-sne,-0.9486137372988903
22,14.012592332522429,0,t-sne,-0.7598752041522217
23,9.368405366956228,0,t-sne,-1.0380274674557093
24,7.24883819146765,0,t-sne,-1.1649737793628685
25,10.474543849417607,0,t-sne,-0.971777998021137
26,10.516367160125128,0,t-sne,-0.9692730927237414
27,5.64050350428612,0,t-sne,-1.2613010669389206
28,5.703041309711885,0,t-sne,-1.2575555174487336
29,5.503728726104264,0,t-sne,-1.2694928590429402
30,13.069316298128225,0,t-sne,-0.8163704240544417
31,14.016028080203151,0,t-sne,-0.759669428415668
32,11.282480822575335,0,t-sne,-0.9233885814544434
33,7.8588039519493815,0,t-sne,-1.1284413662465194
34,15.247444724783369,0,t-sne,-0.6859167286860577
35,12.819020883054964,0,t-sne,-0.8313612581257882
36,5.042251467462849,0,t-sne,-1.2971319151158152
37,7.365744057249764,0,t-sne,-1.1579719873588326
38,7.365666264846394,0,t-sne,-1.1579766465453005
39,6.812240570566651,0,t-sne,-1.191122730149505
40,9.439716852343148,0,t-sne,-1.0337564397802579
41,9.4531292354393,0,t-sne,-1.0329531377723609
42,9.45316577038297,0,t-sne,-1.0329509496009226
43,11.929939541088224,0,t-sne,-0.88461061896387
44,11.931639089419788,0,t-sne,-0.8845088286572947
45,14.390961934103858,0,t-sne,-0.7372136787172132
46,9.010934532285395,0,t-sne,-1.0594373121639222
47,9.336666325373807,0,t-sne,-1.0399284000229576
48,8.248247009501851,0,t-sne,-1.1051166231452598
49,8.648286801143694,0,t-sne,-1.0811572144733765
50,12.567191566148354,0,t-sne,-0.8464439615102772
