,distance,clade_status,embedding,scaled_distance
0,12,1,genetic,-1.484368126252518
1,15,1,genetic,-1.3583720488162387
2,17,1,genetic,-1.2743746638587192
3,55,0,genetic,0.3215756503341506
4,55,0,genetic,0.3215756503341506
5,55,0,genetic,0.3215756503341506
6,55,0,genetic,0.3215756503341506
7,57,0,genetic,0.40557303529167005
8,56,0,genetic,0.3635743428129103
9,60,0,genetic,0.5315691127279493
10,55,0,genetic,0.3215756503341506
11,52,0,genetic,0.19557957289787137
12,61,0,genetic,0.5735678052067089
13,61,0,genetic,0.5735678052067089
14,62,0,genetic,0.6155664976854687
15,56,0,genetic,0.3635743428129103
16,56,0,genetic,0.3635743428129103
17,56,0,genetic,0.3635743428129103
18,62,0,genetic,0.6155664976854687
19,59,0,genetic,0.4895704202491895
20,57,0,genetic,0.40557303529167005
21,57,0,genetic,0.40557303529167005
22,58,0,genetic,0.44757172777042975
23,55,0,genetic,0.3215756503341506
24,57,0,genetic,0.40557303529167005
25,59,0,genetic,0.4895704202491895
26,62,0,genetic,0.6155664976854687
27,57,0,genetic,0.40557303529167005
28,55,0,genetic,0.3215756503341506
29,61,0,genetic,0.5735678052067089
30,58,0,genetic,0.44757172777042975
31,59,0,genetic,0.4895704202491895
32,59,0,genetic,0.4895704202491895
33,57,0,genetic,0.40557303529167005
34,63,0,genetic,0.6575651901642284
35,58,0,genetic,0.44757172777042975
36,54,0,genetic,0.27957695785539083
37,55,0,genetic,0.3215756503341506
38,55,0,genetic,0.3215756503341506
39,54,0,genetic,0.27957695785539083
40,57,0,genetic,0.40557303529167005
41,59,0,genetic,0.4895704202491895
42,59,0,genetic,0.4895704202491895
43,62,0,genetic,0.6155664976854687
44,59,0,genetic,0.4895704202491895
45,68,0,genetic,0.8675586525580271
46,52,0,genetic,0.19557957289787137
47,55,0,genetic,0.3215756503341506
48,54,0,genetic,0.27957695785539083
49,53,0,genetic,0.2375782653766311
50,55,0,genetic,0.3215756503341506
51,57,0,genetic,0.40557303529167005
52,55,0,genetic,0.3215756503341506
53,57,0,genetic,0.40557303529167005
54,59,0,genetic,0.4895704202491895
55,55,0,genetic,0.3215756503341506
56,55,0,genetic,0.3215756503341506
57,63,0,genetic,0.6575651901642284
58,66,0,genetic,0.7835612676005076
59,65,0,genetic,0.741562575121748
60,60,0,genetic,0.5315691127279493
61,55,0,genetic,0.3215756503341506
62,57,0,genetic,0.40557303529167005
63,57,0,genetic,0.40557303529167005
64,56,0,genetic,0.3635743428129103
65,54,0,genetic,0.27957695785539083
66,54,0,genetic,0.27957695785539083
67,58,0,genetic,0.44757172777042975
68,57,0,genetic,0.40557303529167005
69,56,0,genetic,0.3635743428129103
70,61,0,genetic,0.5735678052067089
71,54,0,genetic,0.27957695785539083
72,49,0,genetic,0.06958349546159216
73,60,0,genetic,0.5315691127279493
74,62,0,genetic,0.6155664976854687
75,64,0,genetic,0.6995638826429882
76,56,0,genetic,0.3635743428129103
77,53,0,genetic,0.2375782653766311
78,58,0,genetic,0.44757172777042975
79,54,0,genetic,0.27957695785539083
80,60,0,genetic,0.5315691127279493
81,64,0,genetic,0.6995638826429882
82,60,0,genetic,0.5315691127279493
83,55,0,genetic,0.3215756503341506
84,56,0,genetic,0.3635743428129103
85,55,0,genetic,0.3215756503341506
86,54,0,genetic,0.27957695785539083
87,58,0,genetic,0.44757172777042975
88,56,0,genetic,0.3635743428129103
89,56,0,genetic,0.3635743428129103
90,59,0,genetic,0.4895704202491895
91,65,0,genetic,0.741562575121748
92,66,0,genetic,0.7835612676005076
93,63,0,genetic,0.6575651901642284
94,69,0,genetic,0.9095573450367869
95,67,0,genetic,0.8255599600792674
96,69,0,genetic,0.9095573450367869
97,63,0,genetic,0.6575651901642284
98,66,0,genetic,0.7835612676005076
99,68,0,genetic,0.8675586525580271
100,60,0,genetic,0.5315691127279493
101,60,0,genetic,0.5315691127279493
102,60,0,genetic,0.5315691127279493
103,72,0,genetic,1.035553422473066
104,58,0,genetic,0.44757172777042975
105,61,0,genetic,0.5735678052067089
106,59,0,genetic,0.4895704202491895
107,56,0,genetic,0.3635743428129103
108,58,0,genetic,0.44757172777042975
109,56,0,genetic,0.3635743428129103
110,59,0,genetic,0.4895704202491895
111,60,0,genetic,0.5315691127279493
112,59,0,genetic,0.4895704202491895
113,61,0,genetic,0.5735678052067089
114,61,0,genetic,0.5735678052067089
115,58,0,genetic,0.44757172777042975
116,61,0,genetic,0.5735678052067089
117,66,0,genetic,0.7835612676005076
118,63,0,genetic,0.6575651901642284
119,57,0,genetic,0.40557303529167005
120,58,0,genetic,0.44757172777042975
